package_id,candidate_id,category,native_label_index_order,native_order,source_video_id,source_timestamp_range,evidence_ids,frame_reextraction_ids,evidence_file_existence_check_required,front_view_confirmation_required,native_order_confirmation_required,duplicate_or_exception_review_required,secondary_angle_sample_required,environment_version_metadata_required,independent_observation_required,allowed_statuses,required_notes,verifier_workstream,requires_wyatt_clip_ids,global_requirement_recaptures_blocking_production,production_eligibility_state,production_blocking_reason
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_FACIALHAIR_MUTTON_CHOPS,Facial hair,Mutton Chops,,CF27_XBOX_SOURCE_2026_08_02_002,175-224,phase0-frame-CF27_XBOX_SOURCE_2026_08_02_002-tl-004,,yes,yes,notApplicable,no,no,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,yes,REQUIRES_WYATT_CLIP,CF27-MIN-RECAP-009,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_HAIRCOLOR_LIGHT_BROWN,Hair colors,Light Brown,,CF27_XBOX_SOURCE_2026_08_02_002,100-174,phase0-frame-CF27_XBOX_SOURCE_2026_08_02_002-tl-003,phase0-frame-reextract-req-views-hair-colors-front,yes,yes,notApplicable,no,no,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,yes,REQUIRES_INDEPENDENT_CONSOLE_RECOUNT,,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_HAIRSTYLE_SHORT_CURLY,Hairstyles,Short Curly,1,CF27_XBOX_SOURCE_2026_08_02_002,5-99,phase0-frame-CF27_XBOX_SOURCE_2026_08_02_002-tl-002,,yes,yes,yes,no,yes,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,yes,REQUIRES_WYATT_CLIP,CF27-MIN-RECAP-014,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_HEAD_001,Heads,Face 1,1,phase0-video-002,10-19,phase0-frame-video-002-tl-004,,yes,yes,yes,no,no,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,yes,REQUIRES_WYATT_CLIP,CF27-MIN-RECAP-016,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_HEAD_002,Heads,Face 2,2,phase0-video-002,20-28,phase0-frame-video-002-tl-005,,yes,yes,yes,no,no,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,yes,REQUIRES_WYATT_CLIP,CF27-MIN-RECAP-016,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_HEAD_003,Heads,Face 3,3,phase0-video-002,29-38,phase0-frame-video-002-tl-006,,yes,yes,yes,no,no,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,yes,REQUIRES_WYATT_CLIP,CF27-MIN-RECAP-016,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_HEAD_004,Heads,Face 4,4,phase0-video-002,39-48,phase0-frame-video-002-tl-007,,yes,yes,yes,no,no,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,yes,REQUIRES_WYATT_CLIP,CF27-MIN-RECAP-016,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_HEAD_005,Heads,Face 5,5,phase0-video-002,69-74,phase0-frame-video-002-tl-011,,yes,yes,yes,no,no,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,yes,REQUIRES_WYATT_CLIP,CF27-MIN-RECAP-016,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_HEAD_006,Heads,Face 6,6,phase0-video-002,60-68,phase0-frame-video-002-tl-010,,yes,yes,yes,no,no,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,yes,REQUIRES_WYATT_CLIP,CF27-MIN-RECAP-016,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_HEAD_007,Heads,Face 7,7,phase0-video-002,54-59,phase0-frame-video-002-tl-009,,yes,yes,yes,no,no,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,yes,REQUIRES_WYATT_CLIP,CF27-MIN-RECAP-016,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_HEAD_008,Heads,Face 8,8,phase0-video-002,49-53,phase0-frame-video-002-tl-008,,yes,yes,yes,no,yes,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,yes,REQUIRES_WYATT_CLIP,CF27-MIN-RECAP-016,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_HEAD_009,Heads,Face 9,9,phase0-video-002,75-79,phase0-frame-video-002-tl-012,,yes,yes,yes,no,no,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,yes,REQUIRES_WYATT_CLIP,CF27-MIN-RECAP-016,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_HEAD_010,Heads,Face 10,10,phase0-video-002,80-88,phase0-frame-video-002-tl-013,,yes,yes,yes,no,no,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,yes,REQUIRES_WYATT_CLIP,CF27-MIN-RECAP-016,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_HEAD_011,Heads,Face 11,11,phase0-video-002,89-94,phase0-frame-video-002-tl-014,,yes,yes,yes,no,no,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,yes,REQUIRES_WYATT_CLIP,CF27-MIN-RECAP-016,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_HEAD_012,Heads,Face 12,12,phase0-video-003,0-4,phase0-frame-video-002-tl-015;phase0-frame-video-003-tl-001,,yes,yes,yes,yes,no,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,yes,REQUIRES_WYATT_CLIP,CF27-MIN-RECAP-016,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_HEAD_013,Heads,Face 13,13,phase0-video-003,21-29,phase0-frame-video-003-tl-004,,yes,yes,yes,no,no,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,yes,REQUIRES_WYATT_CLIP,CF27-MIN-RECAP-016,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_HEAD_014,Heads,Face 14,14,phase0-video-003,14-20,phase0-frame-video-003-tl-003,,yes,yes,yes,no,no,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,yes,REQUIRES_WYATT_CLIP,CF27-MIN-RECAP-016,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_HEAD_016,Heads,Face 16,16,phase0-video-003,5-13,phase0-frame-video-003-tl-002;phase0-frame-video-002-tl-016,,yes,yes,yes,yes,no,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,yes,REQUIRES_WYATT_CLIP,CF27-MIN-RECAP-016,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_HEAD_017,Heads,Face 17,17,phase0-video-003,30-39,phase0-frame-video-003-tl-005,,yes,yes,yes,no,no,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,yes,REQUIRES_WYATT_CLIP,CF27-MIN-RECAP-016,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_HEAD_018,Heads,Face 18,18,phase0-video-003,40-49,phase0-frame-video-003-tl-006,,yes,yes,yes,no,yes,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,yes,REQUIRES_WYATT_CLIP,CF27-MIN-RECAP-016,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_HEAD_021,Heads,Face 21,21,phase0-video-003,80-89,phase0-frame-video-003-tl-010,,yes,yes,yes,no,no,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,yes,REQUIRES_WYATT_CLIP,CF27-MIN-RECAP-016,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_HEAD_022,Heads,Face 22,22,phase0-video-003,70-79,phase0-frame-video-003-tl-009,,yes,yes,yes,no,yes,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,yes,REQUIRES_WYATT_CLIP,CF27-MIN-RECAP-016,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_HEAD_023,Heads,Face 23,23,phase0-video-003,50-59,phase0-frame-video-003-tl-007,,yes,yes,yes,no,yes,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,yes,REQUIRES_WYATT_CLIP,CF27-MIN-RECAP-016,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
CF27_XBOX_RTG_SECOND_VERIFIER_EXECUTION_v1,CF27_XBOXUNKNOWN_RTG_HEAD_024,Heads,Face 24,24,phase0-video-003,60-69,phase0-frame-video-003-tl-008,,yes,yes,yes,no,yes,yes,yes,VERIFIED;VERIFIED_WITH_NOTES;RECAPTURE_REQUIRED;VERSION_MISMATCH;MISSING_EVIDENCE;COUNT_MISMATCH;ORDER_MISMATCH;DEPENDENCY_UNRESOLVED;NOT_VERIFIED,yes,REQUIRES_WYATT_CLIP,CF27-MIN-RECAP-016,CF27-MIN-RECAP-001;CF27-MIN-RECAP-003;CF27-MIN-RECAP-004;CF27-MIN-RECAP-006;CF27-MIN-RECAP-007;CF27-MIN-RECAP-008;CF27-MIN-RECAP-010;CF27-MIN-RECAP-011;CF27-MIN-RECAP-012;CF27-MIN-RECAP-013;CF27-MIN-RECAP-015;CF27-MIN-RECAP-018;CF27-MIN-RECAP-020;CF27-MIN-RECAP-021,NOT_ELIGIBLE,"Second-person verification has not occurred; environment/version metadata, recapture tasks, duplicate/order review, catalog-manager disposition, and immutable production release remain required."
