recapture_id,game,category,suspected_option,exact_missing_evidence,recommended_capture_sequence,source_evidence_that_caused_request,reason,status
RECAPTURE_GFM_MEDIA_FC26_6AB6BFCA771C_NECK_SELECTOR_BOUNDARIES_NOT_PROVEN_NECK_1002,ea-sports-fc-26,Neck,Neck 1002,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_6AB6BFCA771C,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_6AB6BFCA771C_EYE_COLOUR_SELECTOR_BOUNDARIES_NOT_PROVEN_LIGHT_GREY,ea-sports-fc-26,Eye Colour,Light Grey,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_6AB6BFCA771C,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_6AB6BFCA771C_EYE_COLOUR_SELECTOR_BOUNDARIES_NOT_PROVEN_GREEN,ea-sports-fc-26,Eye Colour,Green,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_6AB6BFCA771C,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_6AB6BFCA771C_EYE_COLOUR_SELECTOR_BOUNDARIES_NOT_PROVEN_MEDIUM_GREY,ea-sports-fc-26,Eye Colour,Medium Grey,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_6AB6BFCA771C,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_EYE_COLOUR_SELECTOR_BOUNDARIES_NOT_PROVEN_LIGHT_BLUE,ea-sports-fc-26,Eye Colour,Light Blue,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_EYES_SELECTOR_BOUNDARIES_NOT_PROVEN_EYES_299,ea-sports-fc-26,Eyes,Eyes 299,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_EYES_SELECTOR_BOUNDARIES_NOT_PROVEN_EYES_1005,ea-sports-fc-26,Eyes,Eyes 1005,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_EYES_SELECTOR_BOUNDARIES_NOT_PROVEN_EYES_93,ea-sports-fc-26,Eyes,Eyes 93,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_EYES_SELECTOR_BOUNDARIES_NOT_PROVEN_EYES_268,ea-sports-fc-26,Eyes,Eyes 268,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_EYES_SELECTOR_BOUNDARIES_NOT_PROVEN_EYES_23,ea-sports-fc-26,Eyes,Eyes 23,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_EYES_SELECTOR_BOUNDARIES_NOT_PROVEN_EYES_116,ea-sports-fc-26,Eyes,Eyes 116,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_EYEBROWS_SELECTOR_BOUNDARIES_NOT_PROVEN_EYEBROWS_268,ea-sports-fc-26,Eyebrows,Eyebrows 268,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_EYEBROWS_SELECTOR_BOUNDARIES_NOT_PROVEN_EYEBROWS_304,ea-sports-fc-26,Eyebrows,Eyebrows 304,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_EYEBROWS_SELECTOR_BOUNDARIES_NOT_PROVEN_EYEBROWS_1004,ea-sports-fc-26,Eyebrows,Eyebrows 1004,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_EYEBROWS_SELECTOR_BOUNDARIES_NOT_PROVEN_EYEBROWS_115,ea-sports-fc-26,Eyebrows,Eyebrows 115,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_EYEBROWS_SELECTOR_BOUNDARIES_NOT_PROVEN_EYEBROWS_3,ea-sports-fc-26,Eyebrows,Eyebrows 3,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_NOSE_SELECTOR_BOUNDARIES_NOT_PROVEN_NOSE_203,ea-sports-fc-26,Nose,Nose 203,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_NOSE_SELECTOR_BOUNDARIES_NOT_PROVEN_NOSE_226,ea-sports-fc-26,Nose,Nose 226,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_NOSE_SELECTOR_BOUNDARIES_NOT_PROVEN_NOSE_1004,ea-sports-fc-26,Nose,Nose 1004,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_NOSE_SELECTOR_BOUNDARIES_NOT_PROVEN_NOSE_116,ea-sports-fc-26,Nose,Nose 116,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_NOSE_SELECTOR_BOUNDARIES_NOT_PROVEN_NOSE_1002,ea-sports-fc-26,Nose,Nose 1002,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_NOSE_SELECTOR_BOUNDARIES_NOT_PROVEN_NOSE_294,ea-sports-fc-26,Nose,Nose 294,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_MOUTH_SELECTOR_BOUNDARIES_NOT_PROVEN_MOUTH_226,ea-sports-fc-26,Mouth,Mouth 226,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_MOUTH_SELECTOR_BOUNDARIES_NOT_PROVEN_MOUTH_304,ea-sports-fc-26,Mouth,Mouth 304,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_MOUTH_SELECTOR_BOUNDARIES_NOT_PROVEN_MOUTH_241,ea-sports-fc-26,Mouth,Mouth 241,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_MOUTH_SELECTOR_BOUNDARIES_NOT_PROVEN_MOUTH_1001,ea-sports-fc-26,Mouth,Mouth 1001,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_MOUTH_SELECTOR_BOUNDARIES_NOT_PROVEN_MOUTH_170,ea-sports-fc-26,Mouth,Mouth 170,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_TEETH_SELECTOR_BOUNDARIES_NOT_PROVEN_TEETH_6,ea-sports-fc-26,Teeth,Teeth 6,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_TEETH_SELECTOR_BOUNDARIES_NOT_PROVEN_TEETH_2,ea-sports-fc-26,Teeth,Teeth 2,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_HAIR_COLOUR_SELECTOR_BOUNDARIES_NOT_PROVEN_BLACK,ea-sports-fc-26,Hair Colour,Black,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_HAIR_COLOUR_SELECTOR_BOUNDARIES_NOT_PROVEN_MEDIUM_BROWN,ea-sports-fc-26,Hair Colour,Medium Brown,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_HAIR_COLOUR_SELECTOR_BOUNDARIES_NOT_PROVEN_PASTEL_PINK,ea-sports-fc-26,Hair Colour,Pastel Pink,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_HAIR_COLOUR_SELECTOR_BOUNDARIES_NOT_PROVEN_PINK,ea-sports-fc-26,Hair Colour,Pink,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_HAIR_COLOUR_SELECTOR_BOUNDARIES_NOT_PROVEN_GREY,ea-sports-fc-26,Hair Colour,Grey,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_HAIR_COLOUR_SELECTOR_BOUNDARIES_NOT_PROVEN_PERIWINKLE,ea-sports-fc-26,Hair Colour,Periwinkle,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_HAIR_STYLE_GROUP_SELECTOR_BOUNDARIES_NOT_PROVEN_MEDIUM,ea-sports-fc-26,Hair Style group,Medium,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_HAIR_STYLE_GROUP_SELECTOR_BOUNDARIES_NOT_PROVEN_SHORT,ea-sports-fc-26,Hair Style group,Short,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_HAIR_STYLE_GROUP_SELECTOR_BOUNDARIES_NOT_PROVEN_LONG,ea-sports-fc-26,Hair Style group,Long,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_HAIR_STYLE_SELECTOR_BOUNDARIES_NOT_PROVEN_HAIR_STYLE_30,ea-sports-fc-26,Hair Style,Hair Style 30,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_HAIR_STYLE_SELECTOR_BOUNDARIES_NOT_PROVEN_HAIR_STYLE_504,ea-sports-fc-26,Hair Style,Hair Style 504,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_HAIR_STYLE_SELECTOR_BOUNDARIES_NOT_PROVEN_HAIR_STYLE_396,ea-sports-fc-26,Hair Style,Hair Style 396,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_HAIR_STYLE_SELECTOR_BOUNDARIES_NOT_PROVEN_HAIR_STYLE_392,ea-sports-fc-26,Hair Style,Hair Style 392,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_HAIR_STYLE_SELECTOR_BOUNDARIES_NOT_PROVEN_HAIR_STYLE_543,ea-sports-fc-26,Hair Style,Hair Style 543,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_HAIR_STYLE_SELECTOR_BOUNDARIES_NOT_PROVEN_HAIR_STYLE_93,ea-sports-fc-26,Hair Style,Hair Style 93,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_HAIR_STYLE_SELECTOR_BOUNDARIES_NOT_PROVEN_HAIR_STYLE_431,ea-sports-fc-26,Hair Style,Hair Style 431,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_HAIR_STYLE_SELECTOR_BOUNDARIES_NOT_PROVEN_HAIR_STYLE_65,ea-sports-fc-26,Hair Style,Hair Style 65,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_HAIR_STYLE_SELECTOR_BOUNDARIES_NOT_PROVEN_HAIR_STYLE_233,ea-sports-fc-26,Hair Style,Hair Style 233,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_HAIR_STYLE_SELECTOR_BOUNDARIES_NOT_PROVEN_HAIR_STYLE_184,ea-sports-fc-26,Hair Style,Hair Style 184,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_HAIR_STYLE_SELECTOR_BOUNDARIES_NOT_PROVEN_HAIR_STYLE_62,ea-sports-fc-26,Hair Style,Hair Style 62,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_HAIR_STYLE_SELECTOR_BOUNDARIES_NOT_PROVEN_HAIR_STYLE_285,ea-sports-fc-26,Hair Style,Hair Style 285,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_HAIR_STYLE_SELECTOR_BOUNDARIES_NOT_PROVEN_HAIR_STYLE_444,ea-sports-fc-26,Hair Style,Hair Style 444,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_HAIR_STYLE_SELECTOR_BOUNDARIES_NOT_PROVEN_HAIR_STYLE_32,ea-sports-fc-26,Hair Style,Hair Style 32,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_HAIR_STYLE_SELECTOR_BOUNDARIES_NOT_PROVEN_HAIR_STYLE_500,ea-sports-fc-26,Hair Style,Hair Style 500,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_HAIR_STYLE_SELECTOR_BOUNDARIES_NOT_PROVEN_HAIR_STYLE_421,ea-sports-fc-26,Hair Style,Hair Style 421,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_EYEBROW_FACIAL_HAIR_COLOUR_SELECTOR_BOUNDARIES_NOT_PROVEN_GOLDEN,ea-sports-fc-26,Eyebrow & Facial Hair Colour,Golden,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_EYEBROW_FACIAL_HAIR_COLOUR_SELECTOR_BOUNDARIES_NOT_PROVEN_HONEY,ea-sports-fc-26,Eyebrow & Facial Hair Colour,Honey,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_EYEBROW_FACIAL_HAIR_COLOUR_SELECTOR_BOUNDARIES_NOT_PROVEN_PINK,ea-sports-fc-26,Eyebrow & Facial Hair Colour,Pink,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_EYEBROW_FACIAL_HAIR_COLOUR_SELECTOR_BOUNDARIES_NOT_PROVEN_GREY,ea-sports-fc-26,Eyebrow & Facial Hair Colour,Grey,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_EYEBROW_FACIAL_HAIR_COLOUR_SELECTOR_BOUNDARIES_NOT_PROVEN_PERIWINKLE,ea-sports-fc-26,Eyebrow & Facial Hair Colour,Periwinkle,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
