segment_id,source_media_id,start_timestamp,end_timestamp,suspected_game,suspected_mode,suspected_creation_path,suspected_category,suspected_menu_label,suspected_option_label,suspected_option_index,extraction_confidence,extraction_methods,evidence_frame_references,review_status,notes
SEG_GFM_MEDIA_FC26_0C758EB69716_FC26_HAIR_STYLE_165,GFM_MEDIA_FC26_0C758EB69716,00:02:45.000,00:02:48.000,fc26,Player Creator,Player Creator,hair_style,Hair Style,Hair Style 285,285,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_0C758EB69716_FC26_HAIR_EYEBROW_FACIAL_HAIR_COLOUR_170,GFM_MEDIA_FC26_0C758EB69716,00:02:50.000,00:02:53.000,fc26,Player Creator,Player Creator,eyebrow_facial_hair_colour,Eyebrow & Facial Hair Colour,Honey,,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_0C758EB69716_FC26_HAIR_COLOUR_180,GFM_MEDIA_FC26_0C758EB69716,00:03:00.000,00:03:03.000,fc26,Player Creator,Player Creator,hair_colour,Hair Colour,Pink,,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_0C758EB69716_FC26_HAIR_STYLE_180,GFM_MEDIA_FC26_0C758EB69716,00:03:00.000,00:03:03.000,fc26,Player Creator,Player Creator,hair_style,Hair Style,Hair Style 444,444,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_0C758EB69716_FC26_HAIR_EYEBROW_FACIAL_HAIR_COLOUR_180,GFM_MEDIA_FC26_0C758EB69716,00:03:00.000,00:03:03.000,fc26,Player Creator,Player Creator,eyebrow_facial_hair_colour,Eyebrow & Facial Hair Colour,Pink,,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_0C758EB69716_FC26_HAIR_EYEBROW_SHAPE_TOP_180,GFM_MEDIA_FC26_0C758EB69716,00:03:00.000,00:03:03.000,fc26,Player Creator,Player Creator,eyebrow_shape_selector_first_row,"Eyebrow shape selector, first row",'S' Shaped,,probable,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_0C758EB69716_FC26_HAIR_EYEBROW_SHAPE_BOTTOM_180,GFM_MEDIA_FC26_0C758EB69716,00:03:00.000,00:03:03.000,fc26,Player Creator,Player Creator,eyebrow_shape_selector_second_row,"Eyebrow shape selector, second row",Low Arch,,probable,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_0C758EB69716_FC26_HAIR_COLOUR_190,GFM_MEDIA_FC26_0C758EB69716,00:03:10.000,00:03:13.000,fc26,Player Creator,Player Creator,hair_colour,Hair Colour,Grey,,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_0C758EB69716_FC26_HAIR_EYEBROW_FACIAL_HAIR_COLOUR_190,GFM_MEDIA_FC26_0C758EB69716,00:03:10.000,00:03:13.000,fc26,Player Creator,Player Creator,eyebrow_facial_hair_colour,Eyebrow & Facial Hair Colour,Grey,,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_0C758EB69716_FC26_HAIR_STYLE_195,GFM_MEDIA_FC26_0C758EB69716,00:03:15.000,00:03:18.000,fc26,Player Creator,Player Creator,hair_style,Hair Style,Hair Style 32,32,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_0C758EB69716_FC26_HAIR_EYEBROW_SHAPE_TOP_200,GFM_MEDIA_FC26_0C758EB69716,00:03:20.000,00:03:23.000,fc26,Player Creator,Player Creator,eyebrow_shape_selector_first_row,"Eyebrow shape selector, first row",Straight,,probable,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_0C758EB69716_FC26_HAIR_FACIAL_HAIR_200,GFM_MEDIA_FC26_0C758EB69716,00:03:20.000,00:03:23.000,fc26,Player Creator,Player Creator,facial_hair,Facial Hair,Facial Hair 288,288,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_0C758EB69716_FC26_HAIR_STYLE_205,GFM_MEDIA_FC26_0C758EB69716,00:03:25.000,00:03:28.000,fc26,Player Creator,Player Creator,hair_style,Hair Style,Hair Style 500,500,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_0C758EB69716_FC26_HAIR_EYEBROW_FACIAL_HAIR_COLOUR_205,GFM_MEDIA_FC26_0C758EB69716,00:03:25.000,00:03:28.000,fc26,Player Creator,Player Creator,eyebrow_facial_hair_colour,Eyebrow & Facial Hair Colour,Periwinkle,,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_0C758EB69716_FC26_HAIR_FACIAL_HAIR_205,GFM_MEDIA_FC26_0C758EB69716,00:03:25.000,00:03:28.000,fc26,Player Creator,Player Creator,facial_hair,Facial Hair,Facial Hair 38,38,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_0C758EB69716_FC26_HAIR_COLOUR_210,GFM_MEDIA_FC26_0C758EB69716,00:03:30.000,00:03:33.000,fc26,Player Creator,Player Creator,hair_colour,Hair Colour,Periwinkle,,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_0C758EB69716_FC26_HAIR_STYLE_210,GFM_MEDIA_FC26_0C758EB69716,00:03:30.000,00:03:33.000,fc26,Player Creator,Player Creator,hair_style,Hair Style,Hair Style 421,421,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_0C758EB69716_FC26_HAIR_FACIAL_HAIR_210,GFM_MEDIA_FC26_0C758EB69716,00:03:30.000,00:03:33.000,fc26,Player Creator,Player Creator,facial_hair,Facial Hair,Facial Hair 37,37,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_0C758EB69716_FC26_HAIR_FACIAL_HAIR_215,GFM_MEDIA_FC26_0C758EB69716,00:03:35.000,00:03:38.000,fc26,Player Creator,Player Creator,facial_hair,Facial Hair,Facial Hair 27,27,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_0C758EB69716_FC26_FACE_EYEBROWS_220,GFM_MEDIA_FC26_0C758EB69716,00:03:40.000,00:03:43.000,fc26,Player Creator,Player Creator,eyebrows,Eyebrows,Eyebrows 3,3,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_0C758EB69716_FC26_HAIR_FACIAL_HAIR_220,GFM_MEDIA_FC26_0C758EB69716,00:03:40.000,00:03:43.000,fc26,Player Creator,Player Creator,facial_hair,Facial Hair,Facial Hair 285,285,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_0C758EB69716_FC26_HAIR_FACIAL_HAIR_225,GFM_MEDIA_FC26_0C758EB69716,00:03:45.000,00:03:48.000,fc26,Player Creator,Player Creator,facial_hair,Facial Hair,Facial Hair 16,16,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_0C758EB69716_FC26_HAIR_FACIAL_HAIR_230,GFM_MEDIA_FC26_0C758EB69716,00:03:50.000,00:03:53.000,fc26,Player Creator,Player Creator,facial_hair,Facial Hair,Facial Hair 239,239,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_SKIN_TONE_0,GFM_MEDIA_FC26_6AB6BFCA771C,00:00:00.000,00:00:03.000,fc26,Player Creator,Player Creator,skin_tone,Skin Tone,Skin Tone 3,3,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_COMPLEXION_0,GFM_MEDIA_FC26_6AB6BFCA771C,00:00:00.000,00:00:03.000,fc26,Player Creator,Player Creator,complexion,Complexion,Complexion 3,3,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_SKIN_SURFACE_0,GFM_MEDIA_FC26_6AB6BFCA771C,00:00:00.000,00:00:03.000,fc26,Player Creator,Player Creator,skin_surface,Skin Surface,Skin Surface 18,18,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_FRECKLES_0,GFM_MEDIA_FC26_6AB6BFCA771C,00:00:00.000,00:00:03.000,fc26,Player Creator,Player Creator,freckles,Freckles,None,,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_SKIN_TONE_5,GFM_MEDIA_FC26_6AB6BFCA771C,00:00:05.000,00:00:08.000,fc26,Player Creator,Player Creator,skin_tone,Skin Tone,Skin Tone 9,9,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_COMPLEXION_10,GFM_MEDIA_FC26_6AB6BFCA771C,00:00:10.000,00:00:13.000,fc26,Player Creator,Player Creator,complexion,Complexion,Complexion 6,6,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_COMPLEXION_10,GFM_MEDIA_FC26_6AB6BFCA771C,00:00:10.000,00:00:13.000,fc26,Player Creator,Player Creator,complexion,Complexion,Complexion 9,9,probable,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_SKIN_SURFACE_20,GFM_MEDIA_FC26_6AB6BFCA771C,00:00:20.000,00:00:23.000,fc26,Player Creator,Player Creator,skin_surface,Skin Surface,Skin Surface 27,27,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_SKIN_SURFACE_25,GFM_MEDIA_FC26_6AB6BFCA771C,00:00:25.000,00:00:28.000,fc26,Player Creator,Player Creator,skin_surface,Skin Surface,Skin Surface 36,36,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_SKIN_SURFACE_30,GFM_MEDIA_FC26_6AB6BFCA771C,00:00:30.000,00:00:33.000,fc26,Player Creator,Player Creator,skin_surface,Skin Surface,Skin Surface 41,41,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_SKIN_SURFACE_35,GFM_MEDIA_FC26_6AB6BFCA771C,00:00:35.000,00:00:38.000,fc26,Player Creator,Player Creator,skin_surface,Skin Surface,Skin Surface 51,51,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_SKIN_SURFACE_40,GFM_MEDIA_FC26_6AB6BFCA771C,00:00:40.000,00:00:43.000,fc26,Player Creator,Player Creator,skin_surface,Skin Surface,Skin Surface 3,3,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_FRECKLES_45,GFM_MEDIA_FC26_6AB6BFCA771C,00:00:45.000,00:00:48.000,fc26,Player Creator,Player Creator,freckles,Freckles,Freckles 2,2,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_FRECKLES_50,GFM_MEDIA_FC26_6AB6BFCA771C,00:00:50.000,00:00:53.000,fc26,Player Creator,Player Creator,freckles,Freckles,Freckles 12,12,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_FRECKLES_55,GFM_MEDIA_FC26_6AB6BFCA771C,00:00:55.000,00:00:58.000,fc26,Player Creator,Player Creator,freckles,Freckles,Freckles 3,3,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_SCARRING_60,GFM_MEDIA_FC26_6AB6BFCA771C,00:01:00.000,00:01:03.000,fc26,Player Creator,Player Creator,scarring,Scarring,Scarring 9,9,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_SCARRING_65,GFM_MEDIA_FC26_6AB6BFCA771C,00:01:05.000,00:01:08.000,fc26,Player Creator,Player Creator,scarring,Scarring,Scarring 18,18,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_SCARRING_70,GFM_MEDIA_FC26_6AB6BFCA771C,00:01:10.000,00:01:13.000,fc26,Player Creator,Player Creator,scarring,Scarring,Scarring 26,26,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_SCARRING_75,GFM_MEDIA_FC26_6AB6BFCA771C,00:01:15.000,00:01:18.000,fc26,Player Creator,Player Creator,scarring,Scarring,Scarring 36,36,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_MOLES_80,GFM_MEDIA_FC26_6AB6BFCA771C,00:01:20.000,00:01:23.000,fc26,Player Creator,Player Creator,moles,Moles,Moles 2,2,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_MOLES_90,GFM_MEDIA_FC26_6AB6BFCA771C,00:01:30.000,00:01:33.000,fc26,Player Creator,Player Creator,moles,Moles,Moles 7,7,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_ROSACEA_100,GFM_MEDIA_FC26_6AB6BFCA771C,00:01:40.000,00:01:43.000,fc26,Player Creator,Player Creator,rosacea,Rosacea,Rosacea 5,5,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_FACE_MAKEUP_105,GFM_MEDIA_FC26_6AB6BFCA771C,00:01:45.000,00:01:48.000,fc26,Player Creator,Player Creator,face_makeup,Face Makeup,Face Makeup 2,2,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_LIP_MAKEUP_110,GFM_MEDIA_FC26_6AB6BFCA771C,00:01:50.000,00:01:53.000,fc26,Player Creator,Player Creator,lip_makeup,Lip Makeup,None,,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_FOREHEAD_115,GFM_MEDIA_FC26_6AB6BFCA771C,00:01:55.000,00:01:58.000,fc26,Player Creator,Player Creator,forehead,Forehead,Forehead 1002,1002,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_FOREHEAD_120,GFM_MEDIA_FC26_6AB6BFCA771C,00:02:00.000,00:02:03.000,fc26,Player Creator,Player Creator,forehead,Forehead,Forehead 294,294,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_JAW_120,GFM_MEDIA_FC26_6AB6BFCA771C,00:02:00.000,00:02:03.000,fc26,Player Creator,Player Creator,jaw,Jaw,Jaw 226,226,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_EARS_120,GFM_MEDIA_FC26_6AB6BFCA771C,00:02:00.000,00:02:03.000,fc26,Player Creator,Player Creator,ears,Ears,Ears 175,175,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_FOREHEAD_125,GFM_MEDIA_FC26_6AB6BFCA771C,00:02:05.000,00:02:08.000,fc26,Player Creator,Player Creator,forehead,Forehead,Forehead 23,23,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_FOREHEAD_130,GFM_MEDIA_FC26_6AB6BFCA771C,00:02:10.000,00:02:13.000,fc26,Player Creator,Player Creator,forehead,Forehead,Forehead 175,175,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_FOREHEAD_135,GFM_MEDIA_FC26_6AB6BFCA771C,00:02:15.000,00:02:18.000,fc26,Player Creator,Player Creator,forehead,Forehead,Forehead 304,304,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_FOREHEAD_140,GFM_MEDIA_FC26_6AB6BFCA771C,00:02:20.000,00:02:23.000,fc26,Player Creator,Player Creator,forehead,Forehead,Forehead 9,9,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_JAW_140,GFM_MEDIA_FC26_6AB6BFCA771C,00:02:20.000,00:02:23.000,fc26,Player Creator,Player Creator,jaw,Jaw,Jaw 260,260,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_JAW_145,GFM_MEDIA_FC26_6AB6BFCA771C,00:02:25.000,00:02:28.000,fc26,Player Creator,Player Creator,jaw,Jaw,Jaw 9,9,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_JAW_150,GFM_MEDIA_FC26_6AB6BFCA771C,00:02:30.000,00:02:33.000,fc26,Player Creator,Player Creator,jaw,Jaw,Jaw 151,151,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_JAW_155,GFM_MEDIA_FC26_6AB6BFCA771C,00:02:35.000,00:02:38.000,fc26,Player Creator,Player Creator,jaw,Jaw,Jaw 294,294,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_JAW_160,GFM_MEDIA_FC26_6AB6BFCA771C,00:02:40.000,00:02:43.000,fc26,Player Creator,Player Creator,jaw,Jaw,Jaw 1002,1002,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_EARS_160,GFM_MEDIA_FC26_6AB6BFCA771C,00:02:40.000,00:02:43.000,fc26,Player Creator,Player Creator,ears,Ears,Ears 249,249,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_CHEEKS_160,GFM_MEDIA_FC26_6AB6BFCA771C,00:02:40.000,00:02:43.000,fc26,Player Creator,Player Creator,cheeks,Cheeks,Cheeks 202,202,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_EARS_165,GFM_MEDIA_FC26_6AB6BFCA771C,00:02:45.000,00:02:48.000,fc26,Player Creator,Player Creator,ears,Ears,Ears 1006,1006,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_EARS_170,GFM_MEDIA_FC26_6AB6BFCA771C,00:02:50.000,00:02:53.000,fc26,Player Creator,Player Creator,ears,Ears,Ears 194,194,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_EARS_180,GFM_MEDIA_FC26_6AB6BFCA771C,00:03:00.000,00:03:03.000,fc26,Player Creator,Player Creator,ears,Ears,Ears 170,170,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_CHEEKS_180,GFM_MEDIA_FC26_6AB6BFCA771C,00:03:00.000,00:03:03.000,fc26,Player Creator,Player Creator,cheeks,Cheeks,Cheeks 299,299,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_CHEEKS_185,GFM_MEDIA_FC26_6AB6BFCA771C,00:03:05.000,00:03:08.000,fc26,Player Creator,Player Creator,cheeks,Cheeks,Cheeks 43,43,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_CHEEKS_190,GFM_MEDIA_FC26_6AB6BFCA771C,00:03:10.000,00:03:13.000,fc26,Player Creator,Player Creator,cheeks,Cheeks,Cheeks 203,203,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_CHIN_190,GFM_MEDIA_FC26_6AB6BFCA771C,00:03:10.000,00:03:13.000,fc26,Player Creator,Player Creator,chin,Chin,Chin 268,268,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
SEG_GFM_MEDIA_FC26_6AB6BFCA771C_FC26_HEAD_NECK_190,GFM_MEDIA_FC26_6AB6BFCA771C,00:03:10.000,00:03:13.000,fc26,Player Creator,Player Creator,neck,Neck,Neck 241,241,verified,existing_fc26_player_creator_research,,AUTOMATED_IMPORTED_REQUIRES_PRIMARY_REVIEW,FC26 observation imported from existing research data; not production verified.
