task_id,group,priority,candidate_or_menu_id,affected_candidate_ids,category,required_view,recommended_file_name,related_source_video_timestamp,why_blocked,evidence_will_clear_blocker,source_issue_ids,source_capture_ids
CF27-REC-cf27-xboxunknown-rtg-earshape-002,Duplicate disputes,P0,CF27_XBOXUNKNOWN_RTG_EARSHAPE_002,CF27_XBOXUNKNOWN_RTG_EARSHAPE_002,Ear Shape,LEFT_PROFILE;RIGHT_PROFILE,GFM-CF27-DUPLICATE-DISPUTES-CF27-XBOXUNKNOWN-RTG-EARSHAPE-002-YYYYMMDD-partNN.mp4,phase0-video-009@16-17,"Missing required production view(s): LEFT_PROFILE, RIGHT_PROFILE. Missing environment/version field(s): gameVersion, patch. Duplicate or continuity concern must be reviewed from direct evidence. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: LEFT_PROFILE, RIGHT_PROFILE; complete native-order and selector-boundary capture; continuity/duplicate-resolution capture preserving both observations",issue-phase0-appearance-control-ear-shape-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-duplicate-observations;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-head-012,Duplicate disputes,P0,CF27_XBOXUNKNOWN_RTG_HEAD_012,CF27_XBOXUNKNOWN_RTG_HEAD_012,Heads,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,GFM-CAP-001_APPEARANCE_HEADSKIN_BOUNDARY_YYYYMMDD_partNN.mp4,phase0-video-003@0-4,"Missing required production view(s): FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR. Missing environment/version field(s): gameVersion, patch. Duplicate or continuity concern must be reviewed from direct evidence. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR; continuity/duplicate-resolution capture preserving both observations",issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-duplicate-observations;issue-phase0-primary-review-environment-unresolved,GFM-CAP-001
CF27-REC-cf27-xboxunknown-rtg-head-016,Duplicate disputes,P0,CF27_XBOXUNKNOWN_RTG_HEAD_016,CF27_XBOXUNKNOWN_RTG_HEAD_016,Heads,FRONT;LEFT_3Q;LEFT_PROFILE;RIGHT_3Q;RIGHT_PROFILE;REAR,GFM-CAP-001_APPEARANCE_HEADSKIN_BOUNDARY_YYYYMMDD_partNN.mp4,phase0-video-003@5-13,"Missing required production view(s): FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR. Missing environment/version field(s): gameVersion, patch. Duplicate or continuity concern must be reviewed from direct evidence. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR; continuity/duplicate-resolution capture preserving both observations",issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-duplicate-observations;issue-phase0-primary-review-environment-unresolved,GFM-CAP-001
CF27-REC-cf27-xboxunknown-rtg-nose-005,Duplicate disputes,P0,CF27_XBOXUNKNOWN_RTG_NOSE_005,CF27_XBOXUNKNOWN_RTG_NOSE_005,Nose,FRONT;LEFT_PROFILE;RIGHT_PROFILE,GFM-CF27-DUPLICATE-DISPUTES-CF27-XBOXUNKNOWN-RTG-NOSE-005-YYYYMMDD-partNN.mp4,phase0-video-008@14-14,"Missing required production view(s): FRONT, LEFT_PROFILE, RIGHT_PROFILE. Missing environment/version field(s): gameVersion, patch. Duplicate or continuity concern must be reviewed from direct evidence. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT, LEFT_PROFILE, RIGHT_PROFILE; complete native-order and selector-boundary capture; continuity/duplicate-resolution capture preserving both observations",issue-phase0-appearance-control-nose-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-duplicate-observations;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-skintone-010,Duplicate disputes,P0,CF27_XBOXUNKNOWN_RTG_SKINTONE_010,CF27_XBOXUNKNOWN_RTG_SKINTONE_010,Skin Tone,FRONT,GFM-CF27-DUPLICATE-DISPUTES-CF27-XBOXUNKNOWN-RTG-SKINTONE-010-YYYYMMDD-partNN.mp4,phase0-video-004@14-14,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Duplicate or continuity concern must be reviewed from direct evidence. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture; continuity/duplicate-resolution capture preserving both observations",issue-phase0-appearance-control-skin-tone-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-duplicate-observations;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-earshape-001,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_EARSHAPE_001,CF27_XBOXUNKNOWN_RTG_EARSHAPE_001,Ear Shape,LEFT_PROFILE;RIGHT_PROFILE,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-EARSHAPE-001-YYYYMMDD-partNN.mp4,phase0-video-009@18-20,"Missing required production view(s): LEFT_PROFILE, RIGHT_PROFILE. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: LEFT_PROFILE, RIGHT_PROFILE; complete native-order and selector-boundary capture",issue-phase0-appearance-control-ear-shape-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-earshape-003,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_EARSHAPE_003,CF27_XBOXUNKNOWN_RTG_EARSHAPE_003,Ear Shape,LEFT_PROFILE;RIGHT_PROFILE,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-EARSHAPE-003-YYYYMMDD-partNN.mp4,phase0-video-009@23-25,"Missing required production view(s): LEFT_PROFILE, RIGHT_PROFILE. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: LEFT_PROFILE, RIGHT_PROFILE; complete native-order and selector-boundary capture",issue-phase0-appearance-control-ear-shape-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-earshape-004,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_EARSHAPE_004,CF27_XBOXUNKNOWN_RTG_EARSHAPE_004,Ear Shape,LEFT_PROFILE;RIGHT_PROFILE,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-EARSHAPE-004-YYYYMMDD-partNN.mp4,phase0-video-009@26-30.21,"Missing required production view(s): LEFT_PROFILE, RIGHT_PROFILE. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: LEFT_PROFILE, RIGHT_PROFILE; complete native-order and selector-boundary capture",issue-phase0-appearance-control-ear-shape-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-eyecolor-001,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_EYECOLOR_001,CF27_XBOXUNKNOWN_RTG_EYECOLOR_001,Eye Color,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-EYECOLOR-001-YYYYMMDD-partNN.mp4,phase0-video-007@12-12,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-eye-color-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-eyecolor-002,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_EYECOLOR_002,CF27_XBOXUNKNOWN_RTG_EYECOLOR_002,Eye Color,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-EYECOLOR-002-YYYYMMDD-partNN.mp4,phase0-video-007@13-15,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-eye-color-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-eyecolor-003,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_EYECOLOR_003,CF27_XBOXUNKNOWN_RTG_EYECOLOR_003,Eye Color,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-EYECOLOR-003-YYYYMMDD-partNN.mp4,phase0-video-007@16-17,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-eye-color-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-eyecolor-004,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_EYECOLOR_004,CF27_XBOXUNKNOWN_RTG_EYECOLOR_004,Eye Color,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-EYECOLOR-004-YYYYMMDD-partNN.mp4,phase0-video-007@18-20,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-eye-color-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-eyecolor-005,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_EYECOLOR_005,CF27_XBOXUNKNOWN_RTG_EYECOLOR_005,Eye Color,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-EYECOLOR-005-YYYYMMDD-partNN.mp4,phase0-video-007@25-29.33,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-eye-color-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-eyecolor-006,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_EYECOLOR_006,CF27_XBOXUNKNOWN_RTG_EYECOLOR_006,Eye Color,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-EYECOLOR-006-YYYYMMDD-partNN.mp4,phase0-video-007@23-24,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-eye-color-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-eyecolor-007,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_EYECOLOR_007,CF27_XBOXUNKNOWN_RTG_EYECOLOR_007,Eye Color,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-EYECOLOR-007-YYYYMMDD-partNN.mp4,phase0-video-007@21-22,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-eye-color-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-eyeshape-001,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_EYESHAPE_001,CF27_XBOXUNKNOWN_RTG_EYESHAPE_001,Eye Shape,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-EYESHAPE-001-YYYYMMDD-partNN.mp4,phase0-video-006@14-14,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-eye-shape-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-eyeshape-002,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_EYESHAPE_002,CF27_XBOXUNKNOWN_RTG_EYESHAPE_002,Eye Shape,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-EYESHAPE-002-YYYYMMDD-partNN.mp4,phase0-video-006@15-16,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-eye-shape-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-eyeshape-003,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_EYESHAPE_003,CF27_XBOXUNKNOWN_RTG_EYESHAPE_003,Eye Shape,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-EYESHAPE-003-YYYYMMDD-partNN.mp4,phase0-video-006@17-18,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-eye-shape-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-eyeshape-004,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_EYESHAPE_004,CF27_XBOXUNKNOWN_RTG_EYESHAPE_004,Eye Shape,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-EYESHAPE-004-YYYYMMDD-partNN.mp4,phase0-video-006@19-19,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-eye-shape-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-eyeshape-005,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_EYESHAPE_005,CF27_XBOXUNKNOWN_RTG_EYESHAPE_005,Eye Shape,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-EYESHAPE-005-YYYYMMDD-partNN.mp4,phase0-video-006@20-24.93,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-eye-shape-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-nose-001,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_NOSE_001,CF27_XBOXUNKNOWN_RTG_NOSE_001,Nose,FRONT;LEFT_PROFILE;RIGHT_PROFILE,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-NOSE-001-YYYYMMDD-partNN.mp4,phase0-video-008@15-15,"Missing required production view(s): FRONT, LEFT_PROFILE, RIGHT_PROFILE. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT, LEFT_PROFILE, RIGHT_PROFILE; complete native-order and selector-boundary capture",issue-phase0-appearance-control-nose-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-nose-002,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_NOSE_002,CF27_XBOXUNKNOWN_RTG_NOSE_002,Nose,FRONT;LEFT_PROFILE;RIGHT_PROFILE,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-NOSE-002-YYYYMMDD-partNN.mp4,phase0-video-008@16-18,"Missing required production view(s): FRONT, LEFT_PROFILE, RIGHT_PROFILE. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT, LEFT_PROFILE, RIGHT_PROFILE; complete native-order and selector-boundary capture",issue-phase0-appearance-control-nose-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-nose-003,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_NOSE_003,CF27_XBOXUNKNOWN_RTG_NOSE_003,Nose,FRONT;LEFT_PROFILE;RIGHT_PROFILE,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-NOSE-003-YYYYMMDD-partNN.mp4,phase0-video-008@19-20,"Missing required production view(s): FRONT, LEFT_PROFILE, RIGHT_PROFILE. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT, LEFT_PROFILE, RIGHT_PROFILE; complete native-order and selector-boundary capture",issue-phase0-appearance-control-nose-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-nose-004,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_NOSE_004,CF27_XBOXUNKNOWN_RTG_NOSE_004,Nose,FRONT;LEFT_PROFILE;RIGHT_PROFILE,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-NOSE-004-YYYYMMDD-partNN.mp4,phase0-video-008@21-22,"Missing required production view(s): FRONT, LEFT_PROFILE, RIGHT_PROFILE. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT, LEFT_PROFILE, RIGHT_PROFILE; complete native-order and selector-boundary capture",issue-phase0-appearance-control-nose-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-nose-006,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_NOSE_006,CF27_XBOXUNKNOWN_RTG_NOSE_006,Nose,FRONT;LEFT_PROFILE;RIGHT_PROFILE,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-NOSE-006-YYYYMMDD-partNN.mp4,phase0-video-008@25-27,"Missing required production view(s): FRONT, LEFT_PROFILE, RIGHT_PROFILE. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT, LEFT_PROFILE, RIGHT_PROFILE; complete native-order and selector-boundary capture",issue-phase0-appearance-control-nose-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-nose-007,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_NOSE_007,CF27_XBOXUNKNOWN_RTG_NOSE_007,Nose,FRONT;LEFT_PROFILE;RIGHT_PROFILE,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-NOSE-007-YYYYMMDD-partNN.mp4,phase0-video-008@23-24,"Missing required production view(s): FRONT, LEFT_PROFILE, RIGHT_PROFILE. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT, LEFT_PROFILE, RIGHT_PROFILE; complete native-order and selector-boundary capture",issue-phase0-appearance-control-nose-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-skindetails-001,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_001,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_001,Skin Details,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-SKINDETAILS-001-YYYYMMDD-partNN.mp4,phase0-video-005@8-8,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-skin-details-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-skindetails-002,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_002,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_002,Skin Details,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-SKINDETAILS-002-YYYYMMDD-partNN.mp4,phase0-video-005@9-10,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-skin-details-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-skindetails-003,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_003,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_003,Skin Details,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-SKINDETAILS-003-YYYYMMDD-partNN.mp4,phase0-video-005@11-14,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-skin-details-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-skindetails-004,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_004,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_004,Skin Details,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-SKINDETAILS-004-YYYYMMDD-partNN.mp4,phase0-video-005@15-16,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-skin-details-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
