stable_candidate_id,category,native_order,review_readiness,review_ready_now,recapture_required,missing_evidence,missing_views,duplicate_or_near_duplicate,ordering_dispute,environment_version_gap,dependency_flag,source_video_traceable,production_eligible,second_verifier_status,deficiencies
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_002,Skin Details,2,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_003,Skin Details,3,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_004,Skin Details,4,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_005,Skin Details,5,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_006,Skin Details,6,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_007,Skin Details,7,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_008,Skin Details,8,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_009,Skin Details,9,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_010,Skin Details,10,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_SKINTONE_001,Skin Tone,1,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_SKINTONE_002,Skin Tone,2,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_SKINTONE_003,Skin Tone,3,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_SKINTONE_004,Skin Tone,4,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_SKINTONE_006,Skin Tone,6,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_SKINTONE_007,Skin Tone,7,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_SKINTONE_008,Skin Tone,8,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_SKINTONE_009,Skin Tone,9,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_SKINTONE_010,Skin Tone,10,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,true,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;DUPLICATE_REVIEW_REQUIRED;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_SKINTONE_011,Skin Tone,11,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_SKINTONE_012,Skin Tone,12,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_SKINTONE_013,Skin Tone,13,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_SKINTONE_017,Skin Tone,17,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_SKINTONE_018,Skin Tone,18,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_SKINTONE_019,Skin Tone,19,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_SKINTONE_020,Skin Tone,20,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_SKINTONE_021,Skin Tone,21,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_SKINTONE_022,Skin Tone,22,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_SKINTONE_023,Skin Tone,23,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_SKINTONE_024,Skin Tone,24,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;LIGHTING_NOT_STANDARDIZED
CF27_XBOXUNKNOWN_RTG_SKINTONE_029,Skin Tone,29,READY_FOR_SECOND_VERIFIER_REVIEW,true,true,false,FRONT,false,true,true,false,true,false,NOT_VERIFIED,MISSING_REQUIRED_VIEWS;ENVIRONMENT_VERSION_GAP;ORDERING_DISPUTE;CANONICAL_SETTING_INCONSISTENCY;FRAMING_OR_VISIBILITY_LIMITATION;LIGHTING_NOT_STANDARDIZED
