discrepancy_id,discrepancy_type,stable_candidate_id,category,native_order,verifier_instruction,evidence_references,source_video_timestamp,current_status,blocks_production,notes
CF27-DISC-cf27-xboxunknown-rtg-head-004-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_HEAD_004,Heads,4,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-002-tl-007,phase0-video-002@39-48,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-head-005-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_HEAD_005,Heads,5,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-002-tl-011,phase0-video-002@69-74,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-head-006-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_HEAD_006,Heads,6,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-002-tl-010,phase0-video-002@60-68,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-head-007-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_HEAD_007,Heads,7,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-002-tl-009,phase0-video-002@54-59,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-head-008-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_HEAD_008,Heads,8,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-002-tl-008,phase0-video-002@49-53,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-head-009-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_HEAD_009,Heads,9,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-002-tl-012,phase0-video-002@75-79,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-head-010-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_HEAD_010,Heads,10,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-002-tl-013,phase0-video-002@80-88,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-head-011-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_HEAD_011,Heads,11,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-002-tl-014,phase0-video-002@89-94,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-head-012-duplicate-review-required,DUPLICATE_REVIEW_REQUIRED,CF27_XBOXUNKNOWN_RTG_HEAD_012,Heads,12,Compare both observations and source timestamps; do not merge or discard either record without direct evidence.,phase0-frame-video-002-tl-015;phase0-frame-video-003-tl-001,phase0-video-003@0-4,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,Duplicate or continuity concern must be reviewed from direct evidence.
CF27-DISC-cf27-xboxunknown-rtg-head-012-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_HEAD_012,Heads,12,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-002-tl-015;phase0-frame-video-003-tl-001,phase0-video-003@0-4,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-head-013-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_HEAD_013,Heads,13,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-003-tl-004,phase0-video-003@21-29,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-head-014-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_HEAD_014,Heads,14,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-003-tl-003,phase0-video-003@14-20,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-head-016-duplicate-review-required,DUPLICATE_REVIEW_REQUIRED,CF27_XBOXUNKNOWN_RTG_HEAD_016,Heads,16,Compare both observations and source timestamps; do not merge or discard either record without direct evidence.,phase0-frame-video-003-tl-002;phase0-frame-video-002-tl-016,phase0-video-003@5-13,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,Duplicate or continuity concern must be reviewed from direct evidence.
CF27-DISC-cf27-xboxunknown-rtg-head-016-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_HEAD_016,Heads,16,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-003-tl-002;phase0-frame-video-002-tl-016,phase0-video-003@5-13,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-head-017-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_HEAD_017,Heads,17,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-003-tl-005,phase0-video-003@30-39,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-head-018-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_HEAD_018,Heads,18,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-003-tl-006,phase0-video-003@40-49,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-head-021-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_HEAD_021,Heads,21,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-003-tl-010,phase0-video-003@80-89,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-head-022-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_HEAD_022,Heads,22,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-003-tl-009,phase0-video-003@70-79,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-head-023-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_HEAD_023,Heads,23,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-003-tl-007,phase0-video-003@50-59,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-head-024-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_HEAD_024,Heads,24,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-003-tl-008,phase0-video-003@60-69,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-head-027-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_HEAD_027,Heads,27,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-003-tl-011,phase0-video-003@90-99,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-head-028-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_HEAD_028,Heads,28,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-003-tl-012,phase0-video-003@100-109,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-head-029-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_HEAD_029,Heads,29,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-003-tl-015,phase0-video-003@127-133.02,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-head-030-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_HEAD_030,Heads,30,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-003-tl-014,phase0-video-003@120-126,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-head-031-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_HEAD_031,Heads,31,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-003-tl-013,phase0-video-003@110-119,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-jawshape-square-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_JAWSHAPE_SQUARE,Jaw Shape,2,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-CF27_XBOX_SOURCE_2026_08_02_001-tl-010,CF27_XBOX_SOURCE_2026_08_02_001@220-229,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-journeytype-blue-chip-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_JOURNEYTYPE_BLUE_CHIP,Body-related appearance controls,,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-source-phase0-video-001,phase0-video-001@18-23,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-journeytype-contributor-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_JOURNEYTYPE_CONTRIBUTOR,Body-related appearance controls,,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-source-phase0-video-001,phase0-video-001@18-23,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-journeytype-elite-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_JOURNEYTYPE_ELITE,Body-related appearance controls,,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-source-phase0-video-001,phase0-video-001@18-23,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-journeytype-underdog-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_JOURNEYTYPE_UNDERDOG,Body-related appearance controls,,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-source-phase0-video-001,phase0-video-001@18-23,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-mouthshape-heavy-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_MOUTHSHAPE_HEAVY,Mouth Shape,7,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-CF27_XBOX_SOURCE_2026_08_02_001-tl-009,CF27_XBOX_SOURCE_2026_08_02_001@210-219,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-nose-001-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_NOSE_001,Nose,1,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-008-tl-003,phase0-video-008@15-15,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-nose-001-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_NOSE_001,Nose,1,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-008-tl-003,phase0-video-008@15-15,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-nose-002-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_NOSE_002,Nose,2,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-008-tl-004,phase0-video-008@16-18,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-nose-002-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_NOSE_002,Nose,2,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-008-tl-004,phase0-video-008@16-18,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-nose-003-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_NOSE_003,Nose,3,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-008-tl-005,phase0-video-008@19-20,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-nose-003-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_NOSE_003,Nose,3,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-008-tl-005,phase0-video-008@19-20,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-nose-004-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_NOSE_004,Nose,4,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-008-tl-006,phase0-video-008@21-22,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-nose-004-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_NOSE_004,Nose,4,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-008-tl-006,phase0-video-008@21-22,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-nose-005-duplicate-review-required,DUPLICATE_REVIEW_REQUIRED,CF27_XBOXUNKNOWN_RTG_NOSE_005,Nose,5,Compare both observations and source timestamps; do not merge or discard either record without direct evidence.,phase0-frame-video-008-tl-002;phase0-frame-video-008-tl-009,phase0-video-008@14-14,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,Duplicate or continuity concern must be reviewed from direct evidence.
CF27-DISC-cf27-xboxunknown-rtg-nose-005-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_NOSE_005,Nose,5,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-008-tl-002;phase0-frame-video-008-tl-009,phase0-video-008@14-14,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-nose-005-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_NOSE_005,Nose,5,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-008-tl-002;phase0-frame-video-008-tl-009,phase0-video-008@14-14,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-nose-006-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_NOSE_006,Nose,6,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-008-tl-008,phase0-video-008@25-27,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-nose-006-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_NOSE_006,Nose,6,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-008-tl-008,phase0-video-008@25-27,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-nose-007-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_NOSE_007,Nose,7,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-008-tl-007,phase0-video-008@23-24,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-nose-007-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_NOSE_007,Nose,7,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-008-tl-007,phase0-video-008@23-24,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-position-qb-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_POSITION_QB,Body-related appearance controls,,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-source-phase0-video-001,phase0-video-001@24-29,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-skindetails-001-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_001,Skin Details,1,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-005-tl-002,phase0-video-005@8-8,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-skindetails-001-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_001,Skin Details,1,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-005-tl-002,phase0-video-005@8-8,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-skindetails-002-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_002,Skin Details,2,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-005-tl-003,phase0-video-005@9-10,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-skindetails-002-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_002,Skin Details,2,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-005-tl-003,phase0-video-005@9-10,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-skindetails-003-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_003,Skin Details,3,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-005-tl-004,phase0-video-005@11-14,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-skindetails-003-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_003,Skin Details,3,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-005-tl-004,phase0-video-005@11-14,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-skindetails-004-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_004,Skin Details,4,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-005-tl-005,phase0-video-005@15-16,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-skindetails-004-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_004,Skin Details,4,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-005-tl-005,phase0-video-005@15-16,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-skindetails-005-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_005,Skin Details,5,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-005-tl-009,phase0-video-005@23-24,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-skindetails-005-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_005,Skin Details,5,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-005-tl-009,phase0-video-005@23-24,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-skindetails-006-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_006,Skin Details,6,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-005-tl-008,phase0-video-005@21-22,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-skindetails-006-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_006,Skin Details,6,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-005-tl-008,phase0-video-005@21-22,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-skindetails-007-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_007,Skin Details,7,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-005-tl-007,phase0-video-005@19-20,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-skindetails-007-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_007,Skin Details,7,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-005-tl-007,phase0-video-005@19-20,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-skindetails-008-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_008,Skin Details,8,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-005-tl-006,phase0-video-005@17-18,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-skindetails-008-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_008,Skin Details,8,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-005-tl-006,phase0-video-005@17-18,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-skindetails-009-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_009,Skin Details,9,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-005-tl-010,phase0-video-005@25-26,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-skindetails-009-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_009,Skin Details,9,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-005-tl-010,phase0-video-005@25-26,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-skindetails-010-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_010,Skin Details,10,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-005-tl-011,phase0-video-005@27-31.72,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
