verifierQueueID,candidateID,category,claimedNativeLabel,claimedNativeIndex,claimedNativeOrder,evidenceSupportState,supportStateRationale,requiredIndependentInGameCheck,evidenceFileCheck,frontViewCheck,secondaryAngleRequirement,duplicateOrOrderIssue,requiredNotes,productionEligibilityState,blockingReason,userConfirmationRequired
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-head-013,CF27_XBOXUNKNOWN_RTG_HEAD_013,Heads,Face 13,13,13,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS,false
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-head-014,CF27_XBOXUNKNOWN_RTG_HEAD_014,Heads,Face 14,14,14,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS,false
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-head-017,CF27_XBOXUNKNOWN_RTG_HEAD_017,Heads,Face 17,17,17,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS,false
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-head-018,CF27_XBOXUNKNOWN_RTG_HEAD_018,Heads,Face 18,18,18,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS,false
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-head-021,CF27_XBOXUNKNOWN_RTG_HEAD_021,Heads,Face 21,21,21,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS,false
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-head-022,CF27_XBOXUNKNOWN_RTG_HEAD_022,Heads,Face 22,22,22,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS,false
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-head-023,CF27_XBOXUNKNOWN_RTG_HEAD_023,Heads,Face 23,23,23,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS,false
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-head-024,CF27_XBOXUNKNOWN_RTG_HEAD_024,Heads,Face 24,24,24,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS,false
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-head-027,CF27_XBOXUNKNOWN_RTG_HEAD_027,Heads,Face 27,27,27,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,REQUIRED_BY_DETERMINISTIC_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS,false
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-head-028,CF27_XBOXUNKNOWN_RTG_HEAD_028,Heads,Face 28,28,28,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,REQUIRED_BY_DETERMINISTIC_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS,false
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-head-029,CF27_XBOXUNKNOWN_RTG_HEAD_029,Heads,Face 29,29,29,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS,false
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-head-030,CF27_XBOXUNKNOWN_RTG_HEAD_030,Heads,Face 30,30,30,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS,false
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-head-031,CF27_XBOXUNKNOWN_RTG_HEAD_031,Heads,Face 31,31,31,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS,false
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-jawshape-square,CF27_XBOXUNKNOWN_RTG_JAWSHAPE_SQUARE,Jaw Shape,Square,2,2,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,REQUIRED_BY_DETERMINISTIC_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS,false
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-mouthshape-heavy,CF27_XBOXUNKNOWN_RTG_MOUTHSHAPE_HEAVY,Mouth Shape,Heavy,7,7,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,REQUIRED_BY_DETERMINISTIC_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS,false
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-nose-001,CF27_XBOXUNKNOWN_RTG_NOSE_001,Nose,None,1,1,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-nose-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE; COVERAGE:INCOMPLETE_EVIDENCE,false
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-nose-002,CF27_XBOXUNKNOWN_RTG_NOSE_002,Nose,Hooked,2,2,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-nose-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE; COVERAGE:INCOMPLETE_EVIDENCE,false
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-nose-003,CF27_XBOXUNKNOWN_RTG_NOSE_003,Nose,Button,3,3,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,REQUIRED_BY_DETERMINISTIC_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-nose-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE; COVERAGE:INCOMPLETE_EVIDENCE,false
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-nose-004,CF27_XBOXUNKNOWN_RTG_NOSE_004,Nose,Nubian,4,4,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,REQUIRED_BY_DETERMINISTIC_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-nose-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE; COVERAGE:INCOMPLETE_EVIDENCE,false
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-nose-006,CF27_XBOXUNKNOWN_RTG_NOSE_006,Nose,Roman,6,6,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-nose-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE; COVERAGE:INCOMPLETE_EVIDENCE,false
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-nose-007,CF27_XBOXUNKNOWN_RTG_NOSE_007,Nose,Funnel,7,7,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-nose-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE; COVERAGE:INCOMPLETE_EVIDENCE,false
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-skindetails-001,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_001,Skin Details,None,1,1,USER_CONFIRMATION_REQUIRED,"Locked media supports the visible option enough for verifier review, but this appearance choice should require user confirmation and confirmation screenshots before being treated as a successful personal outcome.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-skin-details-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE,true
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-skindetails-002,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_002,Skin Details,Freckles 2,2,2,USER_CONFIRMATION_REQUIRED,"Locked media supports the visible option enough for verifier review, but this appearance choice should require user confirmation and confirmation screenshots before being treated as a successful personal outcome.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,REQUIRED_BY_DETERMINISTIC_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-skin-details-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE,true
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-skindetails-003,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_003,Skin Details,Scar 3,3,3,USER_CONFIRMATION_REQUIRED,"Locked media supports the visible option enough for verifier review, but this appearance choice should require user confirmation and confirmation screenshots before being treated as a successful personal outcome.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,REQUIRED_BY_DETERMINISTIC_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-skin-details-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE,true
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-skindetails-004,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_004,Skin Details,Scar 2,4,4,USER_CONFIRMATION_REQUIRED,"Locked media supports the visible option enough for verifier review, but this appearance choice should require user confirmation and confirmation screenshots before being treated as a successful personal outcome.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-skin-details-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE,true
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-skindetails-005,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_005,Skin Details,Scar 1,5,5,USER_CONFIRMATION_REQUIRED,"Locked media supports the visible option enough for verifier review, but this appearance choice should require user confirmation and confirmation screenshots before being treated as a successful personal outcome.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,REQUIRED_BY_DETERMINISTIC_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-skin-details-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE,true
