audit_row_id,row_type,candidate_or_requirement_id,category,native_label_index_order,native_order,existing_source_video,start_timestamp,end_timestamp,existing_derivative_frame_references,clearly_visible,not_visible,required_views,available_views,missing_views,menu_label_visible,native_order_visible,environment_metadata_available,framing_quality,lighting_consistency,obstruction_notes,hairstyle_consistency,facial_hair_consistency,eye_black_or_accessory_obstruction,motion_or_compression_issue,primary_classification,confidence_in_classification,can_frame_reextraction_solve_it,can_second_verifier_review_solve_it,requires_new_recording,exact_reason,exact_next_action,production_eligibility,blocking_reason
requirement-REQ-ORDER-eye-color,EVIDENCE_REQUIREMENT,REQ-ORDER-eye-color,Eye color,,,phase0-video-007,,,,Eye Color has observed options with evidence for every claimed option row where present.,"Selector beginning/final boundary, two complete counts, wrap behavior, or native-order continuity is not production-proven: beginningBoundary: NOT_DEMONSTRATED_AS_SELECTOR_BOUNDARY; endingBoundary: NOT_DEMONSTRATED_AS_SELECTOR_BOUNDARY; twoCompleteCounts: Two complete independent counts are not available.; wrappingBehavior: NOT_DEMONSTRATED; countMatchesRecordTotal: No total count is claimed, so count cannot be matched to record total.; unprovenFinalOptionClaims: LAST_OBSERVED_IN_CURRENT_FOOTAGE_NOT_PROVEN_FINAL_AVAILABLE",MENU,,MENU,yes,partial,partial,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,,GENUINE_RECAPTURE_REQUIRED,high,no,no,yes,"Selector beginning/final boundary, two complete counts, wrap behavior, or native-order continuity is not production-proven: beginningBoundary: NOT_DEMONSTRATED_AS_SELECTOR_BOUNDARY; endingBoundary: NOT_DEMONSTRATED_AS_SELECTOR_BOUNDARY; twoCompleteCounts: Two complete independent counts are not available.; wrappingBehavior: NOT_DEMONSTRATED; countMatchesRecordTotal: No total count is claimed, so count cannot be matched to record total.; unprovenFinalOptionClaims: LAST_OBSERVED_IN_CURRENT_FOOTAGE_NOT_PROVEN_FINAL_AVAILABLE","Record the shortest possible Eye Color boundary/order clip: first value, every selected transition needed for the current gap, final value, and wrap/no-wrap proof.",NOT_ELIGIBLE,Existing footage was inspected and cannot satisfy this production requirement; frame extraction and verifier review cannot create the missing fact/view/boundary.
requirement-REQ-VIEWS-eye-color,EVIDENCE_REQUIREMENT,REQ-VIEWS-eye-color,Eye color,,,phase0-video-007,,,phase0-frame-video-007-tl-002; phase0-frame-video-007-tl-003; phase0-frame-video-007-tl-004; phase0-frame-video-007-tl-005; phase0-frame-video-007-tl-008; phase0-frame-video-007-tl-007; phase0-frame-video-007-tl-006; phase0-frame-reextract-req-views-eye-color-front,"Eye Color has current menu/selected-value evidence for 7 candidate row(s), and recovered front evidence phase0-frame-reextract-req-views-eye-color-front at phase0-video-007 @ 13s is available for verifier review.",Per-candidate standardized production imagery is still not proven; this frame recovery only removes the need for a new Xbox recording solely for the category-level front-view audit gap.,FRONT,FRONT,,yes,partial,partial,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,,SECOND_VERIFIER_CONFIRMATION_REQUIRED,high,yes,yes,no,Per-candidate standardized production imagery is still not proven; this frame recovery only removes the need for a new Xbox recording solely for the category-level front-view audit gap.,Second verifier should inspect recovered front frame phase0-frame-reextract-req-views-eye-color-front; do not request a new recording solely for this front-view audit gap.,NOT_ELIGIBLE,Production remains blocked until verification and production gates pass.
requirement-REQ-ORDER-eye-shape,EVIDENCE_REQUIREMENT,REQ-ORDER-eye-shape,Eye shape,,,phase0-video-006,,,,Eye Shape has observed options with evidence for every claimed option row where present.,"Selector beginning/final boundary, two complete counts, wrap behavior, or native-order continuity is not production-proven: beginningBoundary: NOT_DEMONSTRATED_AS_SELECTOR_BOUNDARY; endingBoundary: NOT_DEMONSTRATED_AS_SELECTOR_BOUNDARY; twoCompleteCounts: Two complete independent counts are not available.; wrappingBehavior: NOT_DEMONSTRATED; countMatchesRecordTotal: No total count is claimed, so count cannot be matched to record total.; unprovenFinalOptionClaims: LAST_OBSERVED_IN_CURRENT_FOOTAGE_NOT_PROVEN_FINAL_AVAILABLE",MENU,,MENU,yes,partial,partial,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,,GENUINE_RECAPTURE_REQUIRED,high,no,no,yes,"Selector beginning/final boundary, two complete counts, wrap behavior, or native-order continuity is not production-proven: beginningBoundary: NOT_DEMONSTRATED_AS_SELECTOR_BOUNDARY; endingBoundary: NOT_DEMONSTRATED_AS_SELECTOR_BOUNDARY; twoCompleteCounts: Two complete independent counts are not available.; wrappingBehavior: NOT_DEMONSTRATED; countMatchesRecordTotal: No total count is claimed, so count cannot be matched to record total.; unprovenFinalOptionClaims: LAST_OBSERVED_IN_CURRENT_FOOTAGE_NOT_PROVEN_FINAL_AVAILABLE","Record the shortest possible Eye Shape boundary/order clip: first value, every selected transition needed for the current gap, final value, and wrap/no-wrap proof.",NOT_ELIGIBLE,Existing footage was inspected and cannot satisfy this production requirement; frame extraction and verifier review cannot create the missing fact/view/boundary.
requirement-REQ-VIEWS-eye-shape,EVIDENCE_REQUIREMENT,REQ-VIEWS-eye-shape,Eye shape,,,phase0-video-006,,,phase0-frame-video-006-tl-002; phase0-frame-video-006-tl-003; phase0-frame-video-006-tl-004; phase0-frame-video-006-tl-005; phase0-frame-video-006-tl-006; phase0-frame-reextract-req-views-eye-shape-front,"Eye Shape has current menu/selected-value evidence for 5 candidate row(s), and recovered front evidence phase0-frame-reextract-req-views-eye-shape-front at phase0-video-006 @ 14s is available for verifier review.",Per-candidate standardized production imagery is still not proven; this frame recovery only removes the need for a new Xbox recording solely for the category-level front-view audit gap.,FRONT,FRONT,,yes,partial,partial,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,,SECOND_VERIFIER_CONFIRMATION_REQUIRED,high,yes,yes,no,Per-candidate standardized production imagery is still not proven; this frame recovery only removes the need for a new Xbox recording solely for the category-level front-view audit gap.,Second verifier should inspect recovered front frame phase0-frame-reextract-req-views-eye-shape-front; do not request a new recording solely for this front-view audit gap.,NOT_ELIGIBLE,Production remains blocked until verification and production gates pass.
requirement-REQ-ORDER-facial-hair,EVIDENCE_REQUIREMENT,REQ-ORDER-facial-hair,Facial hair,,,CF27_XBOX_SOURCE_2026_08_02_002,,,,Facial Hair has observed options with evidence for every claimed option row where present.,"Selector beginning/final boundary, two complete counts, wrap behavior, or native-order continuity is not production-proven: beginningBoundary: No selected values are captured.; endingBoundary: No selected values are captured.; twoCompleteCounts: Two complete independent counts are not available.; nativeOrderContinuity: No native-order rows are available to audit.; missingIndices: No selected values are captured.; wrappingBehavior: NOT_OBSERVED; countMatchesRecordTotal: No total count is claimed, so count cannot be matched to record total.; evidenceForEveryClaimedOption: No claimed options exist; category is incomplete because no selected values are captured.; unprovenFinalOptionClaims: No final option is proven.",MENU,,MENU,yes,partial,partial,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,,GENUINE_RECAPTURE_REQUIRED,high,no,no,yes,"Selector beginning/final boundary, two complete counts, wrap behavior, or native-order continuity is not production-proven: beginningBoundary: No selected values are captured.; endingBoundary: No selected values are captured.; twoCompleteCounts: Two complete independent counts are not available.; nativeOrderContinuity: No native-order rows are available to audit.; missingIndices: No selected values are captured.; wrappingBehavior: NOT_OBSERVED; countMatchesRecordTotal: No total count is claimed, so count cannot be matched to record total.; evidenceForEveryClaimedOption: No claimed options exist; category is incomplete because no selected values are captured.; unprovenFinalOptionClaims: No final option is proven.","Record the shortest possible Facial Hair boundary/order clip: first value, every selected transition needed for the current gap, final value, and wrap/no-wrap proof.",NOT_ELIGIBLE,Existing footage was inspected and cannot satisfy this production requirement; frame extraction and verifier review cannot create the missing fact/view/boundary.
requirement-REQ-VIEWS-facial-hair,EVIDENCE_REQUIREMENT,REQ-VIEWS-facial-hair,Facial hair,,,CF27_XBOX_SOURCE_2026_08_02_002,,,phase0-frame-CF27_XBOX_SOURCE_2026_08_02_002-tl-004,Facial hair has selected-value menu evidence and rotating facial-hair preview coverage in CF27_XBOX_SOURCE_2026_08_02_002; the source video contains multiple usable angles for the affected facial-hair rows.,"Current derivatives do not yet isolate the requested FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE view(s) for all 1 affected facial-hair candidate(s).",FRONT; LEFT_3Q; LEFT_PROFILE; RIGHT_3Q; RIGHT_PROFILE,MENU; FRONT; THREE_QUARTER; PROFILE_ORIENTED_PREVIEW_IN_SOURCE_VIDEO,FRONT; LEFT_3Q; LEFT_PROFILE; RIGHT_3Q; RIGHT_PROFILE,yes,partial,partial,SOURCE_CONTAINS_PREVIEW_BUT_CURRENT_VIEW_TAG_INADEQUATE,REQUIREMENT_LEVEL,,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,,FRAME_REEXTRACTION_REQUIRED,high,yes,yes,no,"Current derivatives do not yet isolate the requested FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE view(s) for all 1 affected facial-hair candidate(s).","Extract standardized front, three-quarter, and profile facial-hair frames from the existing Facial Hair Style footage before requesting a new Xbox recording.",NOT_ELIGIBLE,Production remains blocked until verification and production gates pass.
requirement-REQ-ORDER-facial-hair-color,EVIDENCE_REQUIREMENT,REQ-ORDER-facial-hair-color,Facial-hair colors,,,CF27_XBOX_SOURCE_2026_08_02_002,,,,Facial-Hair Color has observed options with evidence for every claimed option row where present.,"Selector beginning/final boundary, two complete counts, wrap behavior, or native-order continuity is not production-proven: beginningBoundary: No selected values are captured.; endingBoundary: No selected values are captured.; twoCompleteCounts: Two complete independent counts are not available.; nativeOrderContinuity: No native-order rows are available to audit.; missingIndices: No selected values are captured.; wrappingBehavior: NOT_OBSERVED; countMatchesRecordTotal: No total count is claimed, so count cannot be matched to record total.; evidenceForEveryClaimedOption: No claimed options exist; category is incomplete because no selected values are captured.; unprovenFinalOptionClaims: No final option is proven.",MENU,,MENU,yes,partial,partial,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,,GENUINE_RECAPTURE_REQUIRED,high,no,no,yes,"Selector beginning/final boundary, two complete counts, wrap behavior, or native-order continuity is not production-proven: beginningBoundary: No selected values are captured.; endingBoundary: No selected values are captured.; twoCompleteCounts: Two complete independent counts are not available.; nativeOrderContinuity: No native-order rows are available to audit.; missingIndices: No selected values are captured.; wrappingBehavior: NOT_OBSERVED; countMatchesRecordTotal: No total count is claimed, so count cannot be matched to record total.; evidenceForEveryClaimedOption: No claimed options exist; category is incomplete because no selected values are captured.; unprovenFinalOptionClaims: No final option is proven.","Record the shortest possible Facial-Hair Color boundary/order clip: first value, every selected transition needed for the current gap, final value, and wrap/no-wrap proof.",NOT_ELIGIBLE,Existing footage was inspected and cannot satisfy this production requirement; frame extraction and verifier review cannot create the missing fact/view/boundary.
requirement-REQ-VIEWS-facial-hair-colors,EVIDENCE_REQUIREMENT,REQ-VIEWS-facial-hair-colors,Facial-hair colors,,,CF27_XBOX_SOURCE_2026_08_02_002,,,phase0-frame-CF27_XBOX_SOURCE_2026_08_02_002-tl-005; phase0-frame-reextract-req-views-facial-hair-colors-front,"Facial-hair colors has current menu/selected-value evidence for 1 candidate row(s), and recovered front evidence phase0-frame-reextract-req-views-facial-hair-colors-front at CF27_XBOX_SOURCE_2026_08_02_002 @ 225.5s is available for verifier review.",Per-candidate standardized production imagery is still not proven; this frame recovery only removes the need for a new Xbox recording solely for the category-level front-view audit gap.,FRONT,FRONT,,yes,partial,partial,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,,SECOND_VERIFIER_CONFIRMATION_REQUIRED,high,yes,yes,no,Per-candidate standardized production imagery is still not proven; this frame recovery only removes the need for a new Xbox recording solely for the category-level front-view audit gap.,Second verifier should inspect recovered front frame phase0-frame-reextract-req-views-facial-hair-colors-front; do not request a new recording solely for this front-view audit gap.,NOT_ELIGIBLE,Production remains blocked until verification and production gates pass.
requirement-REQ-GAME-TITLE,EVIDENCE_REQUIREMENT,REQ-GAME-TITLE,Game title/version/update evidence,,,CF27_XBOX_SOURCE_2026_08_02_001; CF27_XBOX_SOURCE_2026_08_02_002; CF27_XBOX_SOURCE_2026_08_02_003,,,,EA SPORTS College Football 27 is visible in August source-video UI/footer frames.,Executable version and patch/update text are not visible.,,,,yes,no,partial,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,,CLEAR_EXISTING_EVIDENCE_WITH_NOTES,medium,no,yes,no,Executable version and patch/update text are not visible.,Use existing August footage for game-title confirmation; do not rerecord solely for title text.,NOT_ELIGIBLE,Production remains blocked until verification and production gates pass.
requirement-REQ-VERSION-PATCH-PLATFORM,EVIDENCE_REQUIREMENT,REQ-VERSION-PATCH-PLATFORM,Game title/version/update evidence,,,CF27_XBOX_SOURCE_2026_08_02_001; CF27_XBOX_SOURCE_2026_08_02_002; CF27_XBOX_SOURCE_2026_08_02_003,,,,Direct game title is visible; source filenames and owner context indicate Xbox-era recordings but are not production proof.,"Game version, patch/title update, console platform screen, online/account state, and executable metadata.",ENVIRONMENT_SCREEN,,ENVIRONMENT_SCREEN,yes,no,partial,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,,GENUINE_RECAPTURE_REQUIRED,high,no,no,yes,"Game version, patch/title update, console platform screen, online/account state, and executable metadata.",Record a short environment clip showing game information/version/patch/platform without exposing private account data.,NOT_ELIGIBLE,Existing footage was inspected and cannot satisfy this production requirement; frame extraction and verifier review cannot create the missing fact/view/boundary.
requirement-REQ-ORDER-hair-color,EVIDENCE_REQUIREMENT,REQ-ORDER-hair-color,Hair colors,,,CF27_XBOX_SOURCE_2026_08_02_002,,,,Hair Color has observed options with evidence for every claimed option row where present.,"Selector beginning/final boundary, two complete counts, wrap behavior, or native-order continuity is not production-proven: beginningBoundary: No selected values are captured.; endingBoundary: No selected values are captured.; twoCompleteCounts: Two complete independent counts are not available.; nativeOrderContinuity: No native-order rows are available to audit.; missingIndices: No selected values are captured.; wrappingBehavior: NOT_OBSERVED; countMatchesRecordTotal: No total count is claimed, so count cannot be matched to record total.; evidenceForEveryClaimedOption: No claimed options exist; category is incomplete because no selected values are captured.; unprovenFinalOptionClaims: No final option is proven.",MENU,,MENU,yes,partial,partial,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,,GENUINE_RECAPTURE_REQUIRED,high,no,no,yes,"Selector beginning/final boundary, two complete counts, wrap behavior, or native-order continuity is not production-proven: beginningBoundary: No selected values are captured.; endingBoundary: No selected values are captured.; twoCompleteCounts: Two complete independent counts are not available.; nativeOrderContinuity: No native-order rows are available to audit.; missingIndices: No selected values are captured.; wrappingBehavior: NOT_OBSERVED; countMatchesRecordTotal: No total count is claimed, so count cannot be matched to record total.; evidenceForEveryClaimedOption: No claimed options exist; category is incomplete because no selected values are captured.; unprovenFinalOptionClaims: No final option is proven.","Record the shortest possible Hair Color boundary/order clip: first value, every selected transition needed for the current gap, final value, and wrap/no-wrap proof.",NOT_ELIGIBLE,Existing footage was inspected and cannot satisfy this production requirement; frame extraction and verifier review cannot create the missing fact/view/boundary.
requirement-REQ-VIEWS-hair-colors,EVIDENCE_REQUIREMENT,REQ-VIEWS-hair-colors,Hair colors,,,CF27_XBOX_SOURCE_2026_08_02_002,,,phase0-frame-CF27_XBOX_SOURCE_2026_08_02_002-tl-003; phase0-frame-reextract-req-views-hair-colors-front,"Hair colors has current menu/selected-value evidence for 1 candidate row(s), and recovered front evidence phase0-frame-reextract-req-views-hair-colors-front at CF27_XBOX_SOURCE_2026_08_02_002 @ 100.5s is available for verifier review.",Per-candidate standardized production imagery is still not proven; this frame recovery only removes the need for a new Xbox recording solely for the category-level front-view audit gap.,FRONT,FRONT,,yes,partial,partial,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,,SECOND_VERIFIER_CONFIRMATION_REQUIRED,high,yes,yes,no,Per-candidate standardized production imagery is still not proven; this frame recovery only removes the need for a new Xbox recording solely for the category-level front-view audit gap.,Second verifier should inspect recovered front frame phase0-frame-reextract-req-views-hair-colors-front; do not request a new recording solely for this front-view audit gap.,NOT_ELIGIBLE,Production remains blocked until verification and production gates pass.
requirement-REQ-ORDER-hairstyles,EVIDENCE_REQUIREMENT,REQ-ORDER-hairstyles,Hairstyles,,,CF27_XBOX_SOURCE_2026_08_02_002,,,,Hairstyles has observed options with evidence for every claimed option row where present.,"Selector beginning/final boundary, two complete counts, wrap behavior, or native-order continuity is not production-proven: beginningBoundary: No selected values are captured.; endingBoundary: No selected values are captured.; twoCompleteCounts: Two complete independent counts are not available.; nativeOrderContinuity: No native-order rows are available to audit.; missingIndices: No selected values are captured.; wrappingBehavior: Wrapping behavior is not proven.; countMatchesRecordTotal: No total count is claimed, so count cannot be matched to record total.; evidenceForEveryClaimedOption: No claimed options exist; category is incomplete because no selected values are captured.; unprovenFinalOptionClaims: No final option is proven.",MENU,,MENU,yes,partial,partial,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,,GENUINE_RECAPTURE_REQUIRED,high,no,no,yes,"Selector beginning/final boundary, two complete counts, wrap behavior, or native-order continuity is not production-proven: beginningBoundary: No selected values are captured.; endingBoundary: No selected values are captured.; twoCompleteCounts: Two complete independent counts are not available.; nativeOrderContinuity: No native-order rows are available to audit.; missingIndices: No selected values are captured.; wrappingBehavior: Wrapping behavior is not proven.; countMatchesRecordTotal: No total count is claimed, so count cannot be matched to record total.; evidenceForEveryClaimedOption: No claimed options exist; category is incomplete because no selected values are captured.; unprovenFinalOptionClaims: No final option is proven.","Record the shortest possible Hairstyles boundary/order clip: first value, every selected transition needed for the current gap, final value, and wrap/no-wrap proof.",NOT_ELIGIBLE,Existing footage was inspected and cannot satisfy this production requirement; frame extraction and verifier review cannot create the missing fact/view/boundary.
requirement-REQ-VIEWS-hairstyles,EVIDENCE_REQUIREMENT,REQ-VIEWS-hairstyles,Hairstyles,,,CF27_XBOX_SOURCE_2026_08_02_002,,,phase0-frame-CF27_XBOX_SOURCE_2026_08_02_002-tl-002,Hairstyles has selected-value menu evidence and rotating head/hair preview coverage in CF27_XBOX_SOURCE_2026_08_02_002; the source video contains multiple usable angles for the affected hairstyle rows.,"Current derivatives do not yet isolate the requested FRONT, LEFT_3Q, LEFT_PROFILE, REAR, RIGHT_PROFILE, RIGHT_3Q view(s) for all 1 affected hairstyle candidate(s).",FRONT; LEFT_3Q; LEFT_PROFILE; REAR; RIGHT_PROFILE; RIGHT_3Q,MENU; FRONT; THREE_QUARTER; PROFILE_ORIENTED_PREVIEW; REAR_ORIENTED_PREVIEW_IN_SOURCE_VIDEO,FRONT; LEFT_3Q; LEFT_PROFILE; REAR; RIGHT_PROFILE; RIGHT_3Q,yes,partial,partial,SOURCE_CONTAINS_PREVIEW_BUT_CURRENT_VIEW_TAG_INADEQUATE,REQUIREMENT_LEVEL,,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,,FRAME_REEXTRACTION_REQUIRED,high,yes,yes,no,"Current derivatives do not yet isolate the requested FRONT, LEFT_3Q, LEFT_PROFILE, REAR, RIGHT_PROFILE, RIGHT_3Q view(s) for all 1 affected hairstyle candidate(s).","Extract standardized front, three-quarter, profile, and rear hairstyle frames from the existing Hair Style footage before requesting a new Xbox recording.",NOT_ELIGIBLE,Production remains blocked until verification and production gates pass.
requirement-REQ-ORDER-head-template,EVIDENCE_REQUIREMENT,REQ-ORDER-head-template,Head templates,,,phase0-video-002; phase0-video-003,,,,Head Template has observed options with evidence for every claimed option row where present.,"Selector beginning/final boundary, two complete counts, wrap behavior, or native-order continuity is not production-proven: endingBoundary: The recording does not demonstrate the final selector boundary or a terminal no-more-options state.; twoCompleteCounts: Two complete independent counts are not available.; nativeOrderContinuity: Missing native indices within observed range: 15, 19, 20, 25, 26.; missingIndices: Missing indices: 15, 19, 20, 25, 26.; repeatedIndices: Repeated selected indices: 12, 16.; wrappingBehavior: No selector wrap from final option back to first option is shown.; countMatchesRecordTotal: No total count is claimed, so count cannot be matched to record total.; unprovenFinalOptionClaims: Face 30 and Face 31 are directly observed before the recording ends on Face 29, and no end or wrap behavior is shown.",MENU,,MENU,yes,partial,partial,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,,GENUINE_RECAPTURE_REQUIRED,high,no,no,yes,"Selector beginning/final boundary, two complete counts, wrap behavior, or native-order continuity is not production-proven: endingBoundary: The recording does not demonstrate the final selector boundary or a terminal no-more-options state.; twoCompleteCounts: Two complete independent counts are not available.; nativeOrderContinuity: Missing native indices within observed range: 15, 19, 20, 25, 26.; missingIndices: Missing indices: 15, 19, 20, 25, 26.; repeatedIndices: Repeated selected indices: 12, 16.; wrappingBehavior: No selector wrap from final option back to first option is shown.; countMatchesRecordTotal: No total count is claimed, so count cannot be matched to record total.; unprovenFinalOptionClaims: Face 30 and Face 31 are directly observed before the recording ends on Face 29, and no end or wrap behavior is shown.","Record the shortest possible Head Template boundary/order clip: first value, every selected transition needed for the current gap, final value, and wrap/no-wrap proof.",NOT_ELIGIBLE,Existing footage was inspected and cannot satisfy this production requirement; frame extraction and verifier review cannot create the missing fact/view/boundary.
requirement-REQ-VIEWS-heads,EVIDENCE_REQUIREMENT,REQ-VIEWS-heads,Head templates,,,phase0-video-002; phase0-video-003,,,phase0-frame-video-002-tl-004; phase0-frame-video-002-tl-005; phase0-frame-video-002-tl-006; phase0-frame-video-002-tl-007; phase0-frame-video-002-tl-011; phase0-frame-video-002-tl-010; phase0-frame-video-002-tl-009; phase0-frame-video-002-tl-008; phase0-frame-video-002-tl-012; phase0-frame-video-002-tl-013; phase0-frame-video-002-tl-014; phase0-frame-video-002-tl-015; phase0-frame-video-003-tl-001; phase0-frame-video-003-tl-004; phase0-frame-video-003-tl-003; phase0-frame-video-003-tl-002; phase0-frame-video-002-tl-016; phase0-frame-video-003-tl-005; phase0-frame-video-003-tl-006; phase0-frame-video-003-tl-010; phase0-frame-video-003-tl-009; phase0-frame-video-003-tl-007; phase0-frame-video-003-tl-008; phase0-frame-video-003-tl-011; phase0-frame-video-003-tl-012; phase0-frame-video-003-tl-015; phase0-frame-video-003-tl-014; phase0-frame-video-003-tl-013,Heads has current menu/selected-value evidence for 26 candidate row(s).,"Missing required production view(s): FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR.",FRONT; LEFT_3Q; LEFT_PROFILE; RIGHT_3Q; RIGHT_PROFILE; REAR,,FRONT; LEFT_3Q; LEFT_PROFILE; RIGHT_3Q; RIGHT_PROFILE; REAR,yes,partial,partial,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,,GENUINE_RECAPTURE_REQUIRED,high,no,no,yes,"Missing required production view(s): FRONT, LEFT_3Q, LEFT_PROFILE, RIGHT_3Q, RIGHT_PROFILE, REAR.",Record targeted Heads views with canonical settings; do not rerecord unrelated categories.,NOT_ELIGIBLE,Existing footage was inspected and cannot satisfy this production requirement; frame extraction and verifier review cannot create the missing fact/view/boundary.
requirement-REQ-VIEWS-jaw-shape,EVIDENCE_REQUIREMENT,REQ-VIEWS-jaw-shape,Jaw shape,,,CF27_XBOX_SOURCE_2026_08_02_001,,,phase0-frame-CF27_XBOX_SOURCE_2026_08_02_001-tl-010,Jaw Shape has current menu/selected-value evidence for 1 candidate row(s).,"Missing required production view(s): FRONT, LEFT_PROFILE, RIGHT_PROFILE.",FRONT; LEFT_PROFILE; RIGHT_PROFILE,,FRONT; LEFT_PROFILE; RIGHT_PROFILE,yes,partial,partial,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,,GENUINE_RECAPTURE_REQUIRED,high,no,no,yes,"Missing required production view(s): FRONT, LEFT_PROFILE, RIGHT_PROFILE.",Record targeted Jaw Shape views with canonical settings; do not rerecord unrelated categories.,NOT_ELIGIBLE,Existing footage was inspected and cannot satisfy this production requirement; frame extraction and verifier review cannot create the missing fact/view/boundary.
requirement-REQ-VIEWS-mouth-shape,EVIDENCE_REQUIREMENT,REQ-VIEWS-mouth-shape,Mouth shape,,,CF27_XBOX_SOURCE_2026_08_02_001,,,phase0-frame-CF27_XBOX_SOURCE_2026_08_02_001-tl-009; phase0-frame-reextract-req-views-mouth-shape-front,"Mouth Shape has current menu/selected-value evidence for 1 candidate row(s), and recovered front evidence phase0-frame-reextract-req-views-mouth-shape-front at CF27_XBOX_SOURCE_2026_08_02_001 @ 215.5s is available for verifier review.",Per-candidate standardized production imagery is still not proven; this frame recovery only removes the need for a new Xbox recording solely for the category-level front-view audit gap.,FRONT,FRONT,,yes,partial,partial,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,,SECOND_VERIFIER_CONFIRMATION_REQUIRED,high,yes,yes,no,Per-candidate standardized production imagery is still not proven; this frame recovery only removes the need for a new Xbox recording solely for the category-level front-view audit gap.,Second verifier should inspect recovered front frame phase0-frame-reextract-req-views-mouth-shape-front; do not request a new recording solely for this front-view audit gap.,NOT_ELIGIBLE,Production remains blocked until verification and production gates pass.
requirement-REQ-ORDER-nose,EVIDENCE_REQUIREMENT,REQ-ORDER-nose,Nose,,,phase0-video-008,,,,Nose has observed options with evidence for every claimed option row where present.,"Selector beginning/final boundary, two complete counts, wrap behavior, or native-order continuity is not production-proven: beginningBoundary: NOT_DEMONSTRATED_AS_SELECTOR_BOUNDARY; endingBoundary: NOT_DEMONSTRATED_AS_SELECTOR_BOUNDARY; twoCompleteCounts: Two complete independent counts are not available.; repeatedIndices: Repeated selected indices or labels: 5.; wrappingBehavior: POSSIBLE_WRAP_OBSERVED_UNVERIFIED_REQUIRES_REVIEW; countMatchesRecordTotal: No total count is claimed, so count cannot be matched to record total.; unprovenFinalOptionClaims: LAST_OBSERVED_IN_CURRENT_FOOTAGE_NOT_PROVEN_FINAL_AVAILABLE",MENU,,MENU,yes,partial,partial,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,,GENUINE_RECAPTURE_REQUIRED,high,no,no,yes,"Selector beginning/final boundary, two complete counts, wrap behavior, or native-order continuity is not production-proven: beginningBoundary: NOT_DEMONSTRATED_AS_SELECTOR_BOUNDARY; endingBoundary: NOT_DEMONSTRATED_AS_SELECTOR_BOUNDARY; twoCompleteCounts: Two complete independent counts are not available.; repeatedIndices: Repeated selected indices or labels: 5.; wrappingBehavior: POSSIBLE_WRAP_OBSERVED_UNVERIFIED_REQUIRES_REVIEW; countMatchesRecordTotal: No total count is claimed, so count cannot be matched to record total.; unprovenFinalOptionClaims: LAST_OBSERVED_IN_CURRENT_FOOTAGE_NOT_PROVEN_FINAL_AVAILABLE","Record the shortest possible Nose boundary/order clip: first value, every selected transition needed for the current gap, final value, and wrap/no-wrap proof.",NOT_ELIGIBLE,Existing footage was inspected and cannot satisfy this production requirement; frame extraction and verifier review cannot create the missing fact/view/boundary.
