itemID,itemType,category,nativeLabel,classification,consistencyFingerprint,materialInconsistency,geometricMatchingEligible,geometricMatchingGate,blockingReasons
CF27_XBOXUNKNOWN_RTG_EYESHAPE_003,CATALOG_IMAGE_RECORD,Eye Shape,Prominent,RECAPTURE_REQUIRED,030ba0545c3bc8397060db42bfdf35aa41ca5a54b8fc14b54d0f00066b867b1f,true,false,BLOCKED_STANDARDIZED_CAPTURE_REQUIRED,"Canonical capture settings are not fully locked.; Selector boundaries, defaults, and production evidence are not verified.; Geometry-relevant appearance-control imagery is not standardized for geometric matching."
CF27_XBOXUNKNOWN_RTG_EYESHAPE_004,CATALOG_IMAGE_RECORD,Eye Shape,Monolid,RECAPTURE_REQUIRED,bbee6820115b8853230aa92b6d6e68d0b58226cc047766cb76eddf94d40a86f6,true,false,BLOCKED_STANDARDIZED_CAPTURE_REQUIRED,"Canonical capture settings are not fully locked.; Selector boundaries, defaults, and production evidence are not verified.; Geometry-relevant appearance-control imagery is not standardized for geometric matching."
CF27_XBOXUNKNOWN_RTG_EYESHAPE_005,CATALOG_IMAGE_RECORD,Eye Shape,Hooded,RECAPTURE_REQUIRED,01a70d01292c8c43b971ebd18bee5eeef3e9b1450336ed1cda48e60a901640ec,true,false,BLOCKED_STANDARDIZED_CAPTURE_REQUIRED,"Canonical capture settings are not fully locked.; Selector boundaries, defaults, and production evidence are not verified.; Geometry-relevant appearance-control imagery is not standardized for geometric matching."
CF27_XBOXUNKNOWN_RTG_EYECOLOR_001,CATALOG_IMAGE_RECORD,Eye Color,Light Blue,COMPARISON_LIMITED,7b20e384b2abb474e297ec08e0af6337951cec148a2e0da9ed00a889c56d90f1,false,false,NOT_GEOMETRIC_MATCHING_INPUT,"Canonical capture settings are not fully locked.; Selector boundaries, defaults, and production evidence are not verified."
CF27_XBOXUNKNOWN_RTG_EYECOLOR_002,CATALOG_IMAGE_RECORD,Eye Color,Light Brown,COMPARISON_LIMITED,967754c913093ab81a7939286f2712ed0c19e52568363302f934dc8f2652984f,false,false,NOT_GEOMETRIC_MATCHING_INPUT,"Canonical capture settings are not fully locked.; Selector boundaries, defaults, and production evidence are not verified."
CF27_XBOXUNKNOWN_RTG_EYECOLOR_003,CATALOG_IMAGE_RECORD,Eye Color,Brown,COMPARISON_LIMITED,adea1774bfbb6d6dcadd304627ba8c9779e3c563648e01dc749cdfd0dc018c1d,false,false,NOT_GEOMETRIC_MATCHING_INPUT,"Canonical capture settings are not fully locked.; Selector boundaries, defaults, and production evidence are not verified."
CF27_XBOXUNKNOWN_RTG_EYECOLOR_004,CATALOG_IMAGE_RECORD,Eye Color,Blue,COMPARISON_LIMITED,692669f2330bff415dca70fbb1beea5f9ba7f9bf171efb46b582ea46cada924b,false,false,NOT_GEOMETRIC_MATCHING_INPUT,"Canonical capture settings are not fully locked.; Selector boundaries, defaults, and production evidence are not verified."
CF27_XBOXUNKNOWN_RTG_EYECOLOR_005,CATALOG_IMAGE_RECORD,Eye Color,Light Green,COMPARISON_LIMITED,6a8a23772ef7851d2ea2e945da77fe49e157ed3ece088a64598667ff3b1bfc9f,false,false,NOT_GEOMETRIC_MATCHING_INPUT,"Canonical capture settings are not fully locked.; Selector boundaries, defaults, and production evidence are not verified."
CF27_XBOXUNKNOWN_RTG_EYECOLOR_006,CATALOG_IMAGE_RECORD,Eye Color,Grey,COMPARISON_LIMITED,60594b0b9fc16f663f8e7a487a093eaec9822f895ecf9bc052d71d494dc260d7,false,false,NOT_GEOMETRIC_MATCHING_INPUT,"Canonical capture settings are not fully locked.; Selector boundaries, defaults, and production evidence are not verified."
CF27_XBOXUNKNOWN_RTG_EYECOLOR_007,CATALOG_IMAGE_RECORD,Eye Color,Hazel,COMPARISON_LIMITED,449ddd6fee16f482285b8eb3c919d301ce4a7f2e01a6520f3fd12bc51dc3473a,false,false,NOT_GEOMETRIC_MATCHING_INPUT,"Canonical capture settings are not fully locked.; Selector boundaries, defaults, and production evidence are not verified."
CF27_XBOXUNKNOWN_RTG_NOSE_001,CATALOG_IMAGE_RECORD,Nose,None,RECAPTURE_REQUIRED,e3efa39f08d48c06c45beb1b322f867cbbce3718a24eab01f5f20ff43cf9046a,true,false,BLOCKED_STANDARDIZED_CAPTURE_REQUIRED,"Canonical capture settings are not fully locked.; Selector boundaries, defaults, and production evidence are not verified.; Geometry-relevant appearance-control imagery is not standardized for geometric matching."
CF27_XBOXUNKNOWN_RTG_NOSE_002,CATALOG_IMAGE_RECORD,Nose,Hooked,RECAPTURE_REQUIRED,8c2dbf494f3409bd377888195b826a1eb7092482dc911c3e0c5a56d65969c3ee,true,false,BLOCKED_STANDARDIZED_CAPTURE_REQUIRED,"Canonical capture settings are not fully locked.; Selector boundaries, defaults, and production evidence are not verified.; Geometry-relevant appearance-control imagery is not standardized for geometric matching."
CF27_XBOXUNKNOWN_RTG_NOSE_003,CATALOG_IMAGE_RECORD,Nose,Button,RECAPTURE_REQUIRED,b92fd66ff9e2e81fa6311adbc6434b939f9a646a7888380731f79c381feab97c,true,false,BLOCKED_STANDARDIZED_CAPTURE_REQUIRED,"Canonical capture settings are not fully locked.; Selector boundaries, defaults, and production evidence are not verified.; Geometry-relevant appearance-control imagery is not standardized for geometric matching."
CF27_XBOXUNKNOWN_RTG_NOSE_004,CATALOG_IMAGE_RECORD,Nose,Nubian,RECAPTURE_REQUIRED,8b045407f9800424e339c4886554ec1ad8c5225e207c20cac227e6a9eb1a5490,true,false,BLOCKED_STANDARDIZED_CAPTURE_REQUIRED,"Canonical capture settings are not fully locked.; Selector boundaries, defaults, and production evidence are not verified.; Geometry-relevant appearance-control imagery is not standardized for geometric matching."
CF27_XBOXUNKNOWN_RTG_NOSE_005,CATALOG_IMAGE_RECORD,Nose,Aquiline,RECAPTURE_REQUIRED,a6a90be70a3985aaa3d1c592c943a5a0395d95f8feff9f910e19cb9c0863dd21,true,false,BLOCKED_STANDARDIZED_CAPTURE_REQUIRED,"Canonical capture settings are not fully locked.; Selector boundaries, defaults, and production evidence are not verified.; Geometry-relevant appearance-control imagery is not standardized for geometric matching."
CF27_XBOXUNKNOWN_RTG_NOSE_006,CATALOG_IMAGE_RECORD,Nose,Roman,RECAPTURE_REQUIRED,36d78f8ccfcf64f2663e9eabd6958f51a37bb49e2a827bb9493675b14d35e5d9,true,false,BLOCKED_STANDARDIZED_CAPTURE_REQUIRED,"Canonical capture settings are not fully locked.; Selector boundaries, defaults, and production evidence are not verified.; Geometry-relevant appearance-control imagery is not standardized for geometric matching."
CF27_XBOXUNKNOWN_RTG_NOSE_007,CATALOG_IMAGE_RECORD,Nose,Funnel,RECAPTURE_REQUIRED,ff5ef96c7c463c571bab2b70d328a6aa2935c31bb511d7af5b6fd419a82d7909,true,false,BLOCKED_STANDARDIZED_CAPTURE_REQUIRED,"Canonical capture settings are not fully locked.; Selector boundaries, defaults, and production evidence are not verified.; Geometry-relevant appearance-control imagery is not standardized for geometric matching."
CF27_XBOXUNKNOWN_RTG_EARSHAPE_001,CATALOG_IMAGE_RECORD,Ear Shape,Attached Lobe,RECAPTURE_REQUIRED,0e0336d7d19bd349c747c52ff138a75905219547b4671214fdf90ac02f77c7af,true,false,BLOCKED_STANDARDIZED_CAPTURE_REQUIRED,"Canonical capture settings are not fully locked.; Selector boundaries, defaults, and production evidence are not verified.; Geometry-relevant appearance-control imagery is not standardized for geometric matching."
CF27_XBOXUNKNOWN_RTG_EARSHAPE_002,CATALOG_IMAGE_RECORD,Ear Shape,None,RECAPTURE_REQUIRED,3ba8b3d6bc46df99c883d9c835f691920932a2f5b1c9137296ec898dc84d2558,true,false,BLOCKED_STANDARDIZED_CAPTURE_REQUIRED,"Canonical capture settings are not fully locked.; Selector boundaries, defaults, and production evidence are not verified.; Geometry-relevant appearance-control imagery is not standardized for geometric matching."
CF27_XBOXUNKNOWN_RTG_EARSHAPE_003,CATALOG_IMAGE_RECORD,Ear Shape,Round Free Lobe,RECAPTURE_REQUIRED,ec77d836b5bdbe160433ad028c6052f4a3e8c08e207fc2d261c25fb01f1b428f,true,false,BLOCKED_STANDARDIZED_CAPTURE_REQUIRED,"Canonical capture settings are not fully locked.; Selector boundaries, defaults, and production evidence are not verified.; Geometry-relevant appearance-control imagery is not standardized for geometric matching."
CF27_XBOXUNKNOWN_RTG_EARSHAPE_004,CATALOG_IMAGE_RECORD,Ear Shape,Pointed,RECAPTURE_REQUIRED,0ef5873070756dd6a8219e21e3de318402ea4bfe79ec461174eb38bd502b352d,true,false,BLOCKED_STANDARDIZED_CAPTURE_REQUIRED,"Canonical capture settings are not fully locked.; Selector boundaries, defaults, and production evidence are not verified.; Geometry-relevant appearance-control imagery is not standardized for geometric matching."
CF27_XBOXUNKNOWN_RTG_POSITION_QB,CONTEXT_VIDEO_RECORD,POSITION_CONTEXT,QB,COMPARISON_LIMITED,fbd9f9dd72bac8ed4f555063dce74cd6f11445c89e3139c53e3f2c6fa7bf2320,false,false,NOT_GEOMETRIC_MATCHING_INPUT,Context record is not visual geometry evidence.
CF27_XBOXUNKNOWN_RTG_JOURNEYTYPE_ELITE,CONTEXT_VIDEO_RECORD,ROAD_TO_GLORY_JOURNEY_TYPE_CONTEXT,ELITE,COMPARISON_LIMITED,eb71746cf6c56d878033caebddec202f101644aa928009612124c763d862226a,false,false,NOT_GEOMETRIC_MATCHING_INPUT,Context record is not visual geometry evidence.
CF27_XBOXUNKNOWN_RTG_JOURNEYTYPE_BLUE_CHIP,CONTEXT_VIDEO_RECORD,ROAD_TO_GLORY_JOURNEY_TYPE_CONTEXT,BLUE CHIP,COMPARISON_LIMITED,2f8f46a80c93a60d62bc0d1083e080ece042db152753cc88f185fc5634f810b3,false,false,NOT_GEOMETRIC_MATCHING_INPUT,Context record is not visual geometry evidence.
CF27_XBOXUNKNOWN_RTG_JOURNEYTYPE_CONTRIBUTOR,CONTEXT_VIDEO_RECORD,ROAD_TO_GLORY_JOURNEY_TYPE_CONTEXT,CONTRIBUTOR,COMPARISON_LIMITED,90e33af61071b858f180a686a3caea9e93b10a34ae241e7c0910117fd5754b1b,false,false,NOT_GEOMETRIC_MATCHING_INPUT,Context record is not visual geometry evidence.
CF27_XBOXUNKNOWN_RTG_JOURNEYTYPE_UNDERDOG,CONTEXT_VIDEO_RECORD,ROAD_TO_GLORY_JOURNEY_TYPE_CONTEXT,UNDERDOG,COMPARISON_LIMITED,bc73241c3864a6d57714b905673af8502f3909f7be5667e6c385caf5f1f9ab47,false,false,NOT_GEOMETRIC_MATCHING_INPUT,Context record is not visual geometry evidence.
